,Project Number,Purchase Type,Remote Net Metering,Affordable Solar,Community Distributed Generation
100312,209242,Purchase,,No,No
100313,183443,Purchase,,No,No
100314,206902,Purchase,,No,No
100315,216064,Purchase,,No,No
100316,191856,Purchase,,No,No
100317,191692,Purchase,,No,No
100318,213400,Power Purchase Agreement,,No,No
100319,182230,Purchase,,No,No
100320,206758,Lease,,No,No
100321,219532,Lease,,No,No
100322,191489,Purchase,,No,No
100323,189730,Purchase,,No,No
100324,191027,Purchase,,No,No
100325,214034,Purchase,,No,No
100326,214302,Purchase,,No,No
100327,214877,Lease,,No,No
100328,218577,Purchase,,No,No
100329,206628,Purchase,,No,No
100330,186809,Purchase,,No,No
100331,188949,Purchase,,Yes,No
100332,188703,Purchase,,No,No
100333,203535,Purchase,,No,No
100334,210264,Purchase,,No,No
100335,183021,Lease,,No,No
100336,189302,Purchase,,No,No
100337,205786,Lease,,No,No
100338,206948,Lease,,No,No
100339,185953,Purchase,,No,No
100340,215956,Purchase,,No,No
100341,214030,Purchase,,No,No
100342,183480,Purchase,,No,No
100343,183861,Purchase,,No,No
100344,209166,Purchase,,No,No
100345,188250,Purchase,,No,No
100346,191814,Purchase,,No,No
100347,187826,Purchase,,No,No
100348,213263,Purchase,,No,No
100349,194367,Purchase,,No,No
100350,192517,Lease,,No,No
100351,209637,Purchase,,No,No
100352,185363,Purchase,,No,No
100353,192793,Power Purchase Agreement,,No,No
100354,193138,Purchase,,No,No
100355,207299,Purchase,,No,No
100356,196530,Lease,,No,No
100357,184864,Power Purchase Agreement,,No,No
100358,212186,Purchase,,No,No
100359,213144,Purchase,,No,No
100360,206041,Purchase,,No,No
100361,188349,Purchase,,No,No
100362,205049,Power Purchase Agreement,,No,No
100363,205832,Power Purchase Agreement,,No,No
100364,212125,Purchase,,No,No
100365,204710,Purchase,,No,No
100366,204597,Purchase,,No,No
100367,203765,Lease,,No,No
100368,211996,Purchase,,No,No
100369,190338,Purchase,,No,No
100370,183069,Lease,,No,No
100371,186144,Purchase,,No,No
100372,216515,Purchase,,No,No
100373,209090,Purchase,,No,No
100374,187978,Purchase,,No,No
100375,186652,Purchase,,No,No
100376,188575,Purchase,,No,No
100377,186469,Purchase,,No,No
100378,215523,Lease,,No,No
100379,203165,Purchase,,No,No
100380,203377,Purchase,,No,No
100381,207356,Purchase,,No,No
100382,213775,Purchase,,No,No
100383,186855,Purchase,,No,No
100384,184142,Purchase,,No,No
100385,206602,Lease,,No,No
100386,212585,Purchase,,No,No
100387,214231,Purchase,,No,No
100388,214681,Purchase,,No,No
100389,186472,Power Purchase Agreement,,No,No
100390,213553,Lease,,No,No
100391,209299,Purchase,,No,No
100392,206387,Lease,,No,No
100393,191933,Purchase,,No,No
100394,183771,Lease,,No,No
100395,185202,Purchase,,No,No
100396,181815,Lease,,No,No
100397,194198,Purchase,,No,No
100398,190426,Lease,,No,No
100399,187128,Purchase,,No,No
100400,214903,Purchase,,No,No
100401,186930,Purchase,,No,No
100402,191575,Lease,,No,No
100403,214007,Purchase,,No,No
100404,214326,Purchase,,No,No
100405,189479,Purchase,,No,No
100406,197841,Purchase,,No,No
100407,205319,Purchase,,No,No
100408,192644,Purchase,,Yes,No
100409,184646,Purchase,,No,No
100410,187849,Purchase,,No,No
100411,212189,Lease,,No,No
100412,188717,Purchase,,No,No
100413,203427,Lease,,No,No
100414,183017,Lease,,No,No
100415,217886,Purchase,,No,No
100416,208713,Purchase,,No,No
100417,189262,Purchase,,No,No
100418,189043,Purchase,,No,No
100419,206181,Purchase,,No,No
100420,186558,Lease,,No,No
100421,216862,Purchase,,No,No
100422,213052,Purchase,,No,No
100423,195044,Purchase,,No,No
100424,192827,Purchase,,No,No
100425,208160,Purchase,,No,No
100426,190919,Lease,,No,No
100427,205056,Purchase,,No,No
100428,219092,Purchase,,No,No
100429,184470,Lease,,No,No
100430,216451,Purchase,,No,No
100431,206952,Purchase,,No,No
100432,217110,Lease,,No,No
100433,214402,Purchase,,No,No
100434,186197,Purchase,,No,No
100435,203523,Purchase,,No,No
100436,192285,Purchase,,No,No
100437,209169,Purchase,,No,No
100438,202820,Power Purchase Agreement,,No,Yes
100439,187816,Purchase,,No,No
100440,189790,Lease,,No,No
100441,184199,Purchase,,No,No
100442,188854,Purchase,,No,Yes
100443,205344,Purchase,,No,No
100444,185656,Purchase,,No,No
100445,188404,Purchase,,No,No
100446,192101,Purchase,,No,No
100447,215018,Purchase,,No,No
100448,184008,Purchase,,No,No
100449,211467,Lease,,No,No
100450,211404,Purchase,,No,No
100451,213125,Lease,,No,No
100452,210621,Purchase,,No,No
100453,192753,Purchase,,No,No
100454,209702,Lease,,No,No
100455,218598,Purchase,,No,No
100456,204697,Purchase,,No,No
100457,216383,Power Purchase Agreement,,No,No
100458,214464,Purchase,,No,No
100459,186473,Purchase,,No,No
100460,210820,Purchase,,No,No
100461,182347,Purchase,,No,No
100462,186648,Purchase,,No,No
100463,202100,Purchase,,No,No
100464,186905,Purchase,,No,No
100465,191702,Purchase,,No,Yes
100466,211004,Lease,,No,No
100467,212024,Purchase,,No,No
100468,215774,Purchase,,No,No
100469,191941,Purchase,,No,No
100470,183931,Lease,,No,No
100471,189561,Lease,,No,Yes
100472,195054,Power Purchase Agreement,,No,No
100473,191210,Lease,,No,No
100474,187414,Purchase,,No,No
100475,189679,Purchase,,No,No
100476,191810,Purchase,,No,No
100477,185745,Lease,,No,No
100478,194399,Lease,,No,No
100479,209006,Lease,,No,No
100480,213203,Lease,,No,No
100481,187690,Purchase,,No,No
100482,192904,Purchase,,No,No
100483,185036,Purchase,,Yes,No
100484,216473,Purchase,,No,No
100485,215532,Lease,,No,No
100486,188622,Purchase,,No,No
100487,181761,Lease,,No,No
100488,217399,Purchase,,No,No
100489,209239,Lease,,No,No
100490,208674,Purchase,,No,No
100491,212885,Power Purchase Agreement,,No,No
100492,204123,Purchase,,No,No
100493,211121,Lease,,No,No
100494,187194,Purchase,,No,No
100495,204861,Lease,,No,No
100496,187679,Purchase,,No,No
100497,184554,Purchase,,No,No
100498,210605,Purchase,,No,No
100499,181924,Lease,,No,No
100500,209601,Purchase,,No,No
100501,209474,Purchase,,No,No
100502,187989,Purchase,,No,No
100503,182417,Purchase,,No,No
100504,185966,Power Purchase Agreement,,No,No
100505,185472,Power Purchase Agreement,,No,No
100506,186194,Lease,,No,No
100507,183193,Purchase,,No,No
100508,192680,Purchase,,No,No
100509,211507,Lease,,No,No
100510,214413,Purchase,,No,No
100511,219204,Purchase,,No,No
100512,211782,Purchase,,No,No
100513,188306,Purchase,,No,No
100514,216905,Lease,,No,No
100515,188839,Lease,,No,No
100516,203117,Power Purchase Agreement,,No,No
100517,208977,Purchase,,No,No
100518,203488,Purchase,,No,No
100519,195240,Purchase,,No,No
100520,215111,Purchase,,No,No
100521,197844,Purchase,,No,No
100522,194433,Purchase,,No,No
100523,185585,Purchase,,No,No
100524,194459,Purchase,,No,No
100525,208056,Purchase,,No,No
100526,209790,Purchase,,No,No
100527,188433,Power Purchase Agreement,,No,No
100528,190287,Purchase,,No,No
100529,209557,Purchase,,No,No
100530,210226,Lease,,No,No
100531,196918,Purchase,,No,No
100532,182944,Lease,,No,No
100533,217060,Purchase,,No,No
100534,208136,Lease,,No,No
100535,215591,Lease,,No,No
100536,203291,Lease,,No,No
100537,183384,Purchase,,No,No
100538,183843,Purchase,,No,No
100539,186982,Purchase,,No,No
100540,204259,Purchase,,No,No
100541,213623,Purchase,,No,No
100542,183917,Purchase,,No,No
100543,196497,Purchase,,No,No
100544,189149,Purchase,,No,No
100545,194941,Purchase,,No,No
100546,186611,Power Purchase Agreement,,No,No
100547,203702,Purchase,,No,No
100548,207800,Lease,,No,No
100549,213696,Purchase,,No,No
100550,212161,Purchase,,No,No
100551,184003,Lease,,No,No
100552,205660,Purchase,,No,No
100553,216288,Purchase,,No,No
100554,195069,Lease,,No,No
100555,204774,Lease,,No,No
100556,182286,Lease,,No,No
100557,219354,Purchase,,No,No
100558,183595,Purchase,,No,No
100559,202994,Purchase,,No,No
100560,181838,Purchase,,No,No
100561,191665,Lease,,No,No
100562,211021,Purchase,,No,No
100563,209250,Lease,,No,No
100564,217850,Lease,,No,No
100565,185099,Purchase,,No,No
100566,192915,Purchase,,No,No
100567,209751,Purchase,,No,No
100568,211651,Lease,,No,No
100569,204905,Purchase,,No,No
100570,209039,Purchase,,No,No
100571,217606,Purchase,,No,No
100572,210508,Purchase,,No,No
100573,212335,Purchase,,No,No
100574,206300,Purchase,,No,No
100575,185017,Purchase,,No,No
100576,210445,Purchase,,No,No
100577,204387,Purchase,,No,No
100578,186512,Purchase,,No,No
100579,209531,Power Purchase Agreement,,No,Yes
100580,185504,Lease,,No,No
100581,188061,Power Purchase Agreement,,No,No
100582,195259,Purchase,,No,No
100583,217558,Purchase,,No,No
100584,195381,Purchase,,No,No
100585,217267,Purchase,,No,No
100586,203749,Lease,,No,No
100587,189493,Power Purchase Agreement,,No,No
100588,192299,Purchase,,No,No
100589,211517,Purchase,,No,No
100590,204374,Purchase,,No,No
100591,184955,Purchase,,No,No
100592,194702,Purchase,,No,No
100593,187172,Power Purchase Agreement,,No,No
100594,190124,Purchase,,No,No
100595,204917,Purchase,,No,No
100596,196799,Purchase,,No,No
100597,182681,Purchase,,No,No
100598,183446,Purchase,,No,No
100599,182632,Purchase,,No,No
100600,205272,Purchase,,No,No
100601,205098,Purchase,,No,No
100602,218208,Purchase,,No,No
100603,208079,Purchase,,No,No
100604,211157,Purchase,,No,No
100605,209882,Purchase,,No,No
100606,209821,Purchase,,No,No
100607,188970,Purchase,,No,No
100608,205914,Purchase,,No,No
100609,203622,Purchase,,No,No
100610,211586,Purchase,,No,No
100611,206032,Purchase,,No,No
100612,217786,Purchase,,No,No
100613,215714,Purchase,,No,No
100614,218497,Purchase,,No,No
100615,205167,Purchase,,No,No
100616,192414,Purchase,,No,No
100617,184058,Purchase,,No,No
100618,193466,Purchase,,No,No
100619,189379,Purchase,,No,Yes
100620,210582,Purchase,,No,No
100621,209229,Lease,,No,No
100622,205199,Purchase,,No,No
100623,186808,Lease,,No,No
100624,188199,Purchase,,No,No
100625,183392,Lease,,No,No
100626,211790,Purchase,,No,No
100627,191930,Purchase,,No,No
100628,185948,Purchase,,Yes,No
100629,206531,Purchase,,No,No
100630,192483,Purchase,,No,No
100631,212517,Lease,,No,No
100632,211389,Lease,,No,No
100633,205833,Purchase,,No,No
100634,204925,Purchase,,No,No
100635,190649,Lease,,No,No
100636,217955,Purchase,,No,No
100637,205929,Purchase,,No,No
100638,217185,Purchase,,No,No
100639,214186,Purchase,,No,No
100640,187324,Purchase,,No,No
100641,210037,Lease,,No,No
100642,190358,Purchase,,No,No
100643,203369,Purchase,,No,No
100644,182082,Lease,,No,No
100645,211284,Purchase,,No,No
100646,212940,Lease,,No,No
100647,194987,Purchase,,No,No
100648,203283,Lease,,No,No
100649,186352,Power Purchase Agreement,,No,Yes
100650,216752,Purchase,,No,No
100651,212091,Purchase,,No,No
100652,189609,Power Purchase Agreement,,No,No
100653,183084,Purchase,,No,No
100654,183807,Purchase,,No,No
100655,185286,Purchase,,No,No
100656,188365,Purchase,,No,No
100657,183757,Purchase,,No,No
100658,195485,Purchase,,No,No
100659,218761,Lease,,No,No
100660,194345,Power Purchase Agreement,,No,No
100661,187891,Purchase,,No,No
100662,182001,Lease,,No,No
100663,189540,Purchase,,Yes,No
100664,183557,Lease,,No,No
100665,182525,Lease,,No,No
100666,212075,Purchase,,No,No
100667,195315,Purchase,,No,No
100668,209300,Purchase,,No,No
100669,195024,Purchase,,No,No
100670,215929,Power Purchase Agreement,,No,No
100671,184309,Purchase,,No,Yes
100672,188906,Purchase,,No,No
100673,203758,Purchase,,No,No
100674,198104,Power Purchase Agreement,,No,No
100675,217285,Lease,,No,No
100676,216781,Lease,,No,No
100677,186289,Power Purchase Agreement,,No,No
100678,219058,Purchase,,No,No
100679,215239,Purchase,,No,No
100680,212937,Purchase,,No,No
100681,212578,Lease,,No,No
100682,190568,Purchase,,No,No
100683,210553,Lease,,No,No
100684,186818,Lease,,No,No
100685,188961,Purchase,,No,No
100686,189359,Purchase,,No,No
100687,211605,Purchase,,No,No
100688,205724,Lease,,No,No
100689,218410,Purchase,,No,No
100690,205150,Purchase,,No,No
100691,191786,Purchase,,No,No
100692,185467,Purchase,,No,No
100693,189003,Purchase,,No,No
100694,219637,Power Purchase Agreement,,No,No
100695,184421,Lease,,No,No
100696,185184,Purchase,,No,No
100697,216124,Purchase,,No,No
100698,207593,Purchase,,No,No
100699,213240,Purchase,,No,No
100700,203827,Purchase,,No,No
100701,183713,Purchase,,No,No
100702,215800,Purchase,,No,No
100703,205798,Purchase,,No,No
100704,191414,Purchase,,No,No
100705,183878,Purchase,,No,No
100706,191904,Lease,,No,No
100707,183587,Purchase,,No,No
100708,188227,Lease,,No,No
100709,187148,Lease,,No,No
100710,191482,Purchase,,No,Yes
100711,211192,Purchase,,No,No
100712,218183,Purchase,,No,No
100713,215422,Purchase,,No,No
100714,212003,Purchase,,No,No
100715,187710,Purchase,,No,No
100716,213855,Purchase,,No,No
100717,212124,Purchase,,No,No
100718,193404,Lease,,No,No
100719,191819,Purchase,,No,No
100720,207900,Lease,,No,No
100721,209368,Power Purchase Agreement,,No,No
100722,184684,Purchase,,No,No
100723,188785,Lease,,No,No
100724,186457,Purchase,,No,No
100725,185142,Purchase,,No,No
100726,191440,Lease,,No,No
100727,206047,Power Purchase Agreement,,No,No
100728,182586,Purchase,,No,No
100729,186100,Purchase,,Yes,No
100730,211554,Purchase,,No,No
100731,208918,Purchase,,No,No
100732,206410,Purchase,,No,No
100733,217914,Purchase,,No,No
100734,214872,Purchase,,No,No
100735,194567,Lease,,No,No
100736,202873,Purchase,,No,No
100737,187260,Power Purchase Agreement,,No,No
100738,192526,Purchase,,No,No
100739,182099,Purchase,,No,No
100740,208992,Purchase,,No,No
100741,191401,Purchase,,No,No
100742,186375,Purchase,,No,No
100743,204661,Purchase,,No,No
100744,208481,Purchase,,No,No
100745,190869,Purchase,,No,No
100746,204511,Purchase,,No,No
100747,185602,Lease,,No,No
100748,187072,Purchase,,No,No
100749,191767,Purchase,,No,No
100750,196763,Purchase,,No,No
100751,213895,Purchase,,No,No
100752,209316,Purchase,,No,No
100753,191884,Purchase,,No,No
100754,187953,Purchase,,No,No
100755,210695,Purchase,,No,No
100756,186667,Purchase,,No,No
100757,183133,Purchase,,No,No
100758,203239,Purchase,,No,No
100759,184953,Purchase,,No,No
100760,191509,Purchase,,No,No
100761,187285,Purchase,,No,No
100762,194108,Purchase,,No,No
100763,215677,Purchase,,No,No
100764,217668,Lease,,No,No
100765,214959,Purchase,,No,No
100766,215247,Lease,,No,No
100767,189097,Purchase,,No,No
100768,190531,Power Purchase Agreement,,No,No
100769,194139,Purchase,,No,No
100770,207924,Purchase,,No,No
100771,194792,Purchase,,No,No
100772,188553,Lease,,No,No
100773,213565,Purchase,,No,No
100774,210000,Lease,,No,No
100775,194877,Purchase,,No,No
100776,188878,Lease,,No,No
100777,208731,Lease,,No,No
100778,184710,Purchase,,No,No
100779,214212,Purchase,,No,No
100780,196539,Power Purchase Agreement,,No,No
100781,186008,Lease,,No,No
100782,206235,Power Purchase Agreement,,No,No
100783,211969,Purchase,,No,No
100784,211704,Purchase,,No,No
100785,203160,Purchase,,No,No
100786,189969,Purchase,,No,No
100787,206731,Purchase,,No,No
100788,205938,Purchase,,No,No
100789,214545,Purchase,,No,No
100790,205240,Purchase,,No,No
100791,186616,Purchase,,No,No
100792,192952,Lease,,No,No
100793,188001,Purchase,,No,No
100794,213491,Purchase,,No,No
100795,188188,Purchase,,No,No
100796,214895,Power Purchase Agreement,,No,No
100797,216471,Purchase,,No,No
100798,192327,Purchase,,No,No
100799,186825,Lease,,No,No
100800,206429,Purchase,,No,No
100801,209103,Purchase,,No,No
100802,207791,Purchase,,No,No
100803,183900,Purchase,,No,No
100804,206009,Purchase,,No,No
100805,186536,Power Purchase Agreement,,No,No
100806,184464,Purchase,,No,No
100807,194386,Purchase,,No,No
100808,212671,Lease,,No,No
100809,185425,Purchase,,No,No
100810,211836,Purchase,,No,No
100811,184878,Lease,,No,No
100812,202775,Purchase,,No,No
100813,207562,Purchase,,No,No
100814,187020,Purchase,,No,No
100815,192977,Purchase,,No,No
100816,188439,Purchase,,No,No
100817,185436,Purchase,,No,No
100818,219107,Purchase,,No,No
100819,183703,Purchase,,No,No
100820,191328,Purchase,,No,No
100821,191686,Purchase,,No,No
100822,191368,Purchase,,No,No
100823,217078,Lease,,No,No
100824,191711,Purchase,,No,No
100825,192124,Purchase,,Yes,No
100826,182954,Purchase,,No,No
100827,212254,Purchase,,No,No
100828,187373,Purchase,,No,No
100829,186875,Purchase,,No,No
100830,185168,Purchase,,No,No
100831,190686,Purchase,,No,No
100832,184655,Power Purchase Agreement,,No,No
100833,205303,Purchase,,No,No
100834,188318,Purchase,,No,No
100835,206682,Lease,,No,No
100836,195107,Purchase,,No,No
100837,206354,Lease,,No,No
100838,188168,Purchase,,No,No
100839,195101,Lease,,No,No
100840,214650,Purchase,,No,No
100841,191731,Purchase,,No,No
100842,181832,Purchase,,No,No
100843,211428,Power Purchase Agreement,,No,No
100844,191591,Lease,,No,No
100845,206916,Lease,,No,No
100846,189320,Purchase,,No,No
100847,211644,Purchase,,No,No
100848,191141,Purchase,,No,No
100849,213290,Purchase,,No,No
100850,192177,Purchase,,No,No
100851,208969,Lease,,No,No
100852,215210,Purchase,,No,No
100853,218729,Purchase,,No,No
100854,192820,Power Purchase Agreement,,No,No
100855,182906,Purchase,,No,No
100856,210722,Purchase,,No,No
100857,185768,Lease,,No,No
100858,192728,Lease,,No,No
100859,181800,Lease,,No,No
100860,211726,Power Purchase Agreement,,No,No
100861,187692,Purchase,,No,No
100862,214256,Lease,,No,No
100863,217363,Purchase,,No,No
100864,213942,Purchase,,No,No
100865,187391,Purchase,,No,No
100866,211739,Purchase,,No,No
100867,204835,Power Purchase Agreement,,No,No
100868,209736,Lease,,No,No
100869,185323,Purchase,,No,No
100870,185982,Lease,,No,No
100871,182756,Lease,,No,No
100872,182372,Purchase,,No,No
100873,184179,Purchase,,No,No
100874,215030,Purchase,,Yes,No
100875,183040,Purchase,,No,No
100876,204620,Purchase,,No,No
100877,217872,Lease,,No,No
100878,215451,Lease,,No,No
100879,204782,Purchase,,No,No
100880,209122,Power Purchase Agreement,,No,Yes
100881,195017,Purchase,,No,No
100882,204111,Purchase,,No,No
100883,183202,Purchase,,No,No
100884,208659,Lease,,No,No
100885,211137,Purchase,,No,No
100886,194964,Purchase,,No,No
100887,211855,Purchase,,No,No
100888,212148,Purchase,,No,No
100889,188082,Lease,,No,No
100890,182465,Lease,,No,No
100891,203414,Purchase,,No,No
100892,190054,Purchase,,No,No
100893,208437,Purchase,,No,No
100894,218614,Purchase,,No,No
100895,188607,Lease,,No,No
100896,218710,Purchase,,No,No
100897,217414,Purchase,,Yes,No
100898,215141,Lease,,No,No
100899,206481,Purchase,,No,No
100900,181873,Purchase,,No,No
100901,214429,Power Purchase Agreement,,No,No
100902,190255,Lease,,No,No
100903,206075,Purchase,,No,No
100904,182166,Lease,,No,No
100905,184103,Purchase,,No,No
100906,198900,Power Purchase Agreement,,No,No
100907,189058,Purchase,,No,No
100908,183239,Purchase,,No,No
100909,210197,Purchase,,No,No
100910,205825,Purchase,,No,No
100911,193401,Purchase,,No,No
100912,204174,Lease,,No,No
100913,182402,Purchase,,No,No
100914,192294,Purchase,,No,No
100915,205377,Purchase,,No,No
100916,182270,Lease,,No,No
100917,202940,Purchase,,No,No
100918,186520,Purchase,,No,No
100919,215255,Lease,,No,No
100920,217209,Lease,,No,No
100921,213334,Purchase,,No,No
100922,194735,Lease,,No,No
100923,188927,Purchase,,No,No
100924,208492,Purchase,,No,No
100925,212411,Purchase,,No,No
100926,205634,Purchase,,No,No
100927,210897,Lease,,No,No
100928,213660,Purchase,,No,No
100929,214470,Purchase,,No,No
100930,187745,Purchase,,No,No
100931,211823,Purchase,,No,No
100932,191056,Purchase,,No,No
100933,207402,Purchase,,No,No
100934,184573,Purchase,,No,No
100935,204600,Purchase,,No,No
100936,183298,Purchase,,No,No
100937,203606,Lease,,No,No
100938,212603,Purchase,,No,No
100939,184755,Purchase,,No,No
100940,213754,Lease,,No,No
100941,204779,Purchase,,No,No
100942,204239,Purchase,,No,No
100943,212348,Lease,,No,No
100944,184743,Purchase,,No,No
100945,215776,Lease,,No,No
100946,213087,Purchase,,No,No
100947,206230,Power Purchase Agreement,,No,No
100948,192716,Purchase,,No,No
100949,211073,Lease,,No,No
100950,192233,Purchase,,No,No
100951,206644,Purchase,,No,No
100952,181792,Lease,,No,No
100953,185527,Purchase,,No,No
100954,212642,Purchase,,No,No
100955,187900,Purchase,,No,No
100956,196855,Purchase,,No,No
100957,191240,Purchase,,No,No
100958,191627,Purchase,,No,No
100959,210664,Lease,,No,No
100960,216315,Purchase,,No,No
100961,209771,Purchase,,No,No
100962,218046,Lease,,No,No
100963,192138,Purchase,,No,No
100964,203337,Purchase,,No,No
100965,212012,Purchase,,No,No
100966,192338,Purchase,,No,No
100967,197037,Purchase,,No,No
100968,190066,Purchase,,No,No
100969,209362,Lease,,No,No
100970,217528,Lease,,No,No
100971,181730,Power Purchase Agreement,,No,No
100972,189086,Lease,,No,No
100973,181932,Lease,,No,No
100974,185680,Lease,,No,No
100975,218392,Purchase,,No,No
100976,197909,Purchase,,No,No
100977,187524,Purchase,,No,No
100978,188374,Purchase,,No,No
100979,208204,Purchase,,No,No
100980,214850,Power Purchase Agreement,,No,No
100981,190598,Purchase,,No,No
100982,203802,Purchase,,No,No
100983,192114,Purchase,,No,No
100984,192474,Lease,,No,No
100985,212547,Purchase,,No,No
100986,206323,Purchase,,No,No
100987,194845,Purchase,,No,No
100988,211376,Purchase,,No,No
100989,183830,Purchase,,No,No
100990,209413,Purchase,,No,No
100991,204568,Purchase,,No,No
100992,211571,Purchase,,No,No
100993,194902,Lease,,No,No
100994,182872,Purchase,,No,No
100995,182193,Purchase,,No,No
100996,214091,Lease,,No,No
100997,181878,Purchase,,No,No
100998,185232,Purchase,,No,No
100999,183168,Purchase,,No,Yes
101000,214079,Purchase,,No,No
101001,209951,Purchase,,No,No
101002,215310,Purchase,,No,No
101003,182643,Lease,,No,No
101004,182667,Lease,,No,No
101005,213065,Purchase,,No,No
101006,215918,Purchase,,No,No
101007,196554,Purchase,,No,No
101008,210026,Power Purchase Agreement,,No,No
101009,192159,Power Purchase Agreement,,No,No
101010,190328,Power Purchase Agreement,,No,No
101011,209342,Purchase,,No,No
101012,205356,Purchase,,No,No
101013,183333,Purchase,,No,No
101014,209266,Purchase,,No,No
101015,207614,Purchase,,No,No
101016,209515,Purchase,,No,No
101017,183681,Purchase,,No,No
101018,207265,Purchase,,No,No
101019,194114,Purchase,,No,No
101020,205916,Purchase,,No,No
101021,205094,Purchase,,No,No
101022,219474,Lease,,No,No
101023,188775,Purchase,,No,No
101024,216957,Purchase,,No,No
101025,211303,Purchase,,No,No
101026,217293,Purchase,,No,No
101027,212063,Purchase,,No,No
101028,182533,Purchase,,No,No
101029,218696,Lease,,No,No
101030,204292,Purchase,,No,No
101031,184251,Lease,,No,No
101032,212098,Purchase,,No,No
101033,209976,Purchase,,No,No
101034,218788,Purchase,,No,No
101035,205950,Lease,,No,No
101036,186685,Purchase,,No,No
101037,213795,Power Purchase Agreement,,No,Yes
101038,192425,Purchase,,No,No
101039,213429,Lease,,No,No
101040,217590,Purchase,,No,No
101041,187227,Purchase,,No,No
101042,213377,Purchase,,No,No
101043,185277,Purchase,,No,No
101044,203666,Purchase,,No,No
101045,191835,Lease,,No,No
101046,186737,Purchase,,No,No
101047,215318,Purchase,,No,No
101048,207670,Purchase,,No,No
101049,191418,Purchase,,No,No
101050,210409,Purchase,,No,No
101051,192896,Purchase,,No,No
101052,210775,Purchase,,No,No
101053,190501,Purchase,,No,No
101054,205700,Purchase,,No,No
101055,188414,Power Purchase Agreement,,No,No
101056,216974,Lease,,No,No
101057,186382,Lease,,No,No
101058,185838,Purchase,,No,No
101059,206275,Purchase,,No,No
101060,183546,Lease,,No,No
101061,191968,Lease,,No,No
101062,191303,Lease,,No,No
101063,215988,Purchase,,No,No
101064,216090,Lease,,No,No
101065,218871,Lease,,No,No
101066,206713,Purchase,,No,No
101067,194224,Purchase,,No,No
101068,191393,Purchase,,No,No
101069,186441,Purchase,,No,No
101070,188042,Power Purchase Agreement,,No,No
101071,184696,Lease,,No,No
101072,210490,Power Purchase Agreement,,No,No
101073,182806,Purchase,,No,No
101074,213587,Purchase,,No,No
101075,204681,Purchase,,No,No
101076,183189,Purchase,,No,No
101077,217776,Purchase,,No,No
101078,208439,Purchase,,No,No
101079,187704,Purchase,,No,No
101080,217129,Purchase,,No,No
101081,213993,Purchase,,No,No
101082,185178,Lease,,No,No
101083,188277,Purchase,,No,No
101084,196527,Purchase,,No,No
101085,190955,Purchase,,No,No
101086,213887,Purchase,,No,No
101087,214345,Purchase,,No,No
101088,190680,Power Purchase Agreement,,No,No
101089,208907,Purchase,,No,No
101090,184922,Purchase,,No,Yes
101091,216238,Purchase,,No,No
101092,210648,Purchase,,No,No
101093,184391,Purchase,,No,No
101094,215855,Lease,,No,No
101095,191513,Purchase,,No,No
101096,183031,Purchase,,No,No
101097,189242,Purchase,,No,No
101098,191739,Purchase,,No,No
101099,190312,Purchase,,Yes,No
101100,186744,Purchase,,No,No
101101,206111,Lease,,No,No
101102,216857,Lease,,No,No
101103,213907,Lease,,No,No
101104,191797,Purchase,,No,No
101105,194539,Purchase,,No,No
101106,183779,Lease,,No,No
101107,208987,Lease,,No,No
101108,192601,Lease,,No,No
101109,187238,Purchase,,No,No
101110,211214,Power Purchase Agreement,,No,No
101111,187234,Purchase,,No,No
101112,212568,Lease,,No,No
101113,196713,Purchase,,No,No
101114,210357,Purchase,,No,No
101115,193456,Purchase,,No,No
101116,206570,Purchase,,No,No
101117,189951,Purchase,,No,No
101118,209993,Purchase,,Yes,No
101119,214271,Purchase,,No,No
101120,216996,Purchase,,Yes,No
101121,205806,Purchase,,No,No
101122,212863,Purchase,,No,No
101123,208551,Purchase,,No,No
101124,214974,Purchase,,No,No
101125,194829,Purchase,,No,No
101126,183750,Purchase,,No,No
101127,190226,Purchase,,No,No
101128,211448,Lease,,No,No
101129,181989,Lease,,No,No
101130,185734,Purchase,,No,No
101131,217680,Lease,,No,No
101132,184515,Purchase,,No,No
101133,214738,Lease,,No,No
101134,182546,Purchase,,No,No
101135,186297,Purchase,,No,No
101136,205068,Purchase,,No,No
101137,188056,Power Purchase Agreement,,No,No
101138,192253,Purchase,,No,No
101139,184837,Purchase,,No,No
101140,182860,Purchase,,No,No
101141,186051,Power Purchase Agreement,,No,No
101142,208438,Purchase,,No,No
101143,189335,Purchase,,No,No
101144,190052,Purchase,,No,No
101145,191168,Purchase,,No,No
101146,204818,Purchase,,No,No
101147,206190,Purchase,,No,No
101148,196840,Power Purchase Agreement,,No,No
101149,190974,Purchase,,No,No
101150,214235,Purchase,,No,No
101151,191488,Purchase,,No,No
101152,209118,Purchase,,No,No
101153,191612,Purchase,,No,No
101154,186151,Lease,,No,No
101155,182322,Purchase,,No,No
101156,213476,Purchase,,No,No
101157,217640,Purchase,,No,No
101158,192068,Purchase,,No,No
101159,212602,Power Purchase Agreement,,No,Yes
101160,182900,Purchase,,No,No
101161,208638,Purchase,,No,No
101162,186893,Lease,,No,No
101163,185540,Lease,,No,No
101164,191722,Purchase,,No,No
101165,184018,Lease,,No,No
101166,215050,Purchase,,No,No
101167,188175,Purchase,,No,No
101168,190727,Power Purchase Agreement,,No,No
101169,212324,Lease,,No,No
