,Project Number,Zip Code
945,2013-532857-Sola,11755
946,2011-159588-SLPR,11803
947,2011-159954-SLPR,11710
948,2012-517527-Sola,11788
949,4033-47902,14850
950,2012-474973-Sola,11714
951,2014-646054-Sola,11510
952,2014-654862-Sola,11507
953,2011-160867-SLPR,11772
954,2014-636830-Sola,11756
955,2014-664346-Sola,11949
956,2011-157579-SLPR,11978
957,4015-25710,10471
958,2014-648622-Sola,11784
959,2013-606285-Sola,11951
960,2011-423523-SLPR,11757
961,2011-160254-SLPR,11716
962,2013-520568-Sola,11779
963,2011-157484-SLPR,11717
964,2013-538961-Sola,11772
965,2014-644748-Sola,11726
966,2013-538708-Sola,11714
967,2011-346670-SLPR,11561
968,2011-161139-SLPR,11951
969,2014-660863-Sola,11731
970,2011-159854-SLPR,11942
971,2010-146966-SLPR,11780
972,2014-649578-Sola,11754
973,2013-531200-Sola,11545
974,2014-655482-Sola,11003
975,2013-609618-Sola,11566
976,2010-146963-SLPR,11704
977,2010-144969-SLPR,11552
978,2011-160648-SLPR,11714
979,2014-663417-Sola,11757
980,4006-44879,14850
981,2011-157554-SLPR,11756
982,2012-455978-SLPR,11756
983,4095-22107,11222
984,2013-630242-Sola,11714
985,2014-636943-Sola,11779
986,2014-642050-Sola,11704
987,2011-159467-SLPR,11725
988,2013-528309-Sola,11751
989,2014-658685-Sola,11554
990,2011-159842-SLPR,11769
991,2013-539822-Sola,11948
992,2014-640391-Sola,11702
993,2013-534538-Sola,11755
994,2013-520585-Sola,11772
995,2014-649428-Sola,11581
996,2012-459461-Sola,11769
997,2013-542619-Sola,11050
998,2014-664526-Sola,11030
999,2011-159369-SLPR,11561
1000,4001-26030,13801
1001,2014-663133-Sola,11704
1002,4030-20129,12427
1003,4054-19787,14886
1004,2011-160198-SLPR,11565
1005,4018-64253,14850
1006,2014-655964-Sola,11727
1007,4006-22154,13901
1008,2013-538375-Sola,11953
1009,2011-161158-SLPR,11746
1010,2011-378398-SLPR,11961
1011,2011-156755-SLPR,11710
1012,2013-536053-Sola,11935
1013,2013-636594-Sola,11757
1014,4006-20531,12993
1015,2012-464035-Sola,11720
1016,2011-158782-SLPR,11746
1017,2011-158875-SLPR,11766
1018,2013-532400-Sola,11790
1019,2014-646254-Sola,11704
1020,2013-555393-Sola,11746
1021,4030-007,12567
1022,2011-157680-SLPR,11758
1023,2011-195538-SLPR,11731
1024,2014-637036-Sola,11793
1025,4040-003,12528
1026,2014-660717-Sola,11790
1027,2013-538820-Sola,11798
1028,2014-648142-Sola,11757
1029,2014-665926-Sola,11783
1030,2013-540704-Sola,11932
1031,4061-073,12477
1032,2013-537104-Sola,11762
1033,2013-536572-Sola,11580
1034,2013-537094-Sola,11706
1035,2014-655787-Sola,11757
1036,2012-476300-Sola,11797
1037,4033-44022,14850
1038,2014-646776-Sola,11795
1039,2011-157031-SLPR,11729
1040,4033-49500,14850
1041,2010-147743-SLPR,11751
1042,2011-159316-SLPR,11559
1043,4003-067,12057
1044,2011-158056-SLPR,11937
1045,4086-007,12209
1046,2013-535935-Sola,11954
1047,4001-022,12043
1048,4030-23162,12533
1049,2011-390617-SLPR,11764
1050,2013-530374-Sola,11783
1051,2011-159725-SLPR,11968
1052,2011-354861-SLPR,11934
1053,4033-58138,13062
1054,2012-504879-Sola,11787
1055,2011-159767-SLPR,11766
1056,2012-470831-Sola,11758
1057,2014-654855-Sola,11793
1058,2011-160090-SLPR,11754
1059,2011-159483-SLPR,11933
1060,2011-160655-SLPR,11768
1061,2011-160447-SLPR,11697
1062,2014-661529-Sola,11793
1063,2014-655148-Sola,11731
1064,2013-542699-Sola,11741
1065,2011-160539-SLPR,11545
1066,2010-147801-SLPR,11735
1067,2011-160091-SLPR,11554
1068,2014-649258-Sola,11787
1069,2014-646749-Sola,11776
1070,4030-20568,12538
1071,2011-390944-SLPR,11776
1072,4040-19700,12601
1073,2011-159765-SLPR,11572
1074,2013-536497-Sola,11727
1075,2010-145419-SLPR,11561
1076,2011-390718-SLPR,11803
1077,2013-633947-Sola,11742
1078,2011-158952-SLPR,11795
1079,2014-655215-Sola,11703
1080,2014-660741-Sola,11716
1081,2013-530354-Sola,11758
1082,2012-519447-Sola,11950
1083,2011-159199-SLPR,11758
1084,2014-649074-Sola,11756
1085,4033-40023,13068
1086,2014-664133-Sola,11003
1087,2013-546740-Sola,11778
1088,2011-160558-SLPR,11932
1089,2011-159364-SLPR,11561
1090,2011-447938-Sola,11704
1091,2011-157655-SLPR,11791
1092,2013-625388-Sola,11733
1093,2014-655907-Sola,11706
1094,2014-666152-Sola,11752
1095,2013-631029-Sola,11787
1096,2013-538190-Sola,11545
1097,2013-536383-Sola,11757
1098,2014-655742-Sola,11742
1099,2013-537973-Sola,11040
1100,2013-625390-Sola,11010
1101,2012-490671-Sola,11010
1102,4011-019,12989
1103,2013-533876-Sola,11756
1104,2013-625328-Sola,11776
1105,2011-160672-SLPR,11787
1106,2011-157836-SLPR,11971
1107,4096-007,12569
1108,4025-23422,14512
1109,2010-147665-SLPR,11776
1110,2011-160844-SLPR,11717
1111,2011-188607-SLPR,11791
1112,2011-158254-SLPR,11743
1113,2011-159529-SLPR,11764
1114,2013-538580-Sola,11553
1115,2014-658897-Sola,11716
1116,2013-608160-Sola,11703
1117,2011-156801-SLPR,11725
1118,2014-638451-Sola,11749
1119,2011-158011-SLPR,11598
1120,2013-533634-Sola,11725
1121,2011-156276-SLPR,11961
1122,2013-539911-Sola,11722
1123,2014-648995-Sola,11542
1124,2011-158442-SLPR,11742
1125,2014-659180-Sola,11757
1126,2011-159861-SLPR,11704
1127,2014-640218-Sola,11554
1128,2014-664007-Sola,11784
1129,2013-583731-Sola,11968
1130,2014-655143-Sola,11746
1131,2013-542222-Sola,11580
1132,2013-542523-Sola,11755
1133,2011-150409-SLPR,11754
1134,2014-646546-Sola,11729
1135,2014-643503-Sola,11704
1136,4022-41987,10570
1137,2011-158593-SLPR,11714
1138,2014-655752-Sola,11793
1139,2014-663328-Sola,11726
1140,2012-488466-Sola,11702
1141,2011-159733-SLPR,11572
1142,2011-159217-SLPR,11561
1143,2014-645639-Sola,11743
1144,2013-536972-Sola,11758
1145,2013-530927-Sola,11803
1146,2014-653966-Sola,11746
1147,2014-659151-Sola,11726
1148,2011-156962-SLPR,11553
1149,2014-647973-Sola,11752
1150,2011-158184-SLPR,11730
1151,2012-448280-SLPR,11796
1152,2014-663518-Sola,11720
1153,2013-536229-Sola,11757
1154,2013-530311-Sola,11561
1155,2014-655986-Sola,11701
1156,2011-441555-Sola,11977
1157,2011-346675-SLPR,11704
1158,2013-535698-Sola,11971
1159,2011-158576-SLPR,11935
1160,2013-539573-Sola,11003
1161,2013-520620-Sola,11590
1162,4054-022,13040
1163,2013-539838-Sola,11552
1164,2011-432859-Sola,11779
1165,2013-538349-Sola,11756
1166,2011-157842-SLPR,11735
1167,2011-158913-SLPR,11729
1168,2010-147425-SLPR,11951
1169,2012-469589-Sola,11793
1170,2011-160051-SLPR,11740
1171,2014-674023-Sola,11714
1172,2011-156906-SLPR,11509
1173,2013-528329-Sola,11572
1174,2014-641656-Sola,11793
1175,4061-22583,12547
1176,4006-42913,13827
1177,2011-160953-SLPR,11576
1178,2014-645769-Sola,11784
1179,2014-649626-Sola,11753
1180,4006-26890,14802
1181,2014-666222-Sola,11780
1182,2013-531845-Sola,11753
1183,2013-536204-Sola,11706
1184,2011-160240-SLPR,11901
1185,2014-664226-Sola,11757
1186,2011-390636-SLPR,11763
1187,2011-161189-SLPR,11950
1188,4003-24049,12501
1189,2014-648193-Sola,11746
1190,4061-030,12457
1191,2011-156295-SLPR,11762
1192,2014-666207-Sola,11704
1193,2014-636973-Sola,11704
1194,4003-22649,12803
1195,4033-47474,14850
1196,4011-27908,12817
1197,2011-157056-SLPR,11514
1198,2013-530237-Sola,11978
1199,2013-631084-Sola,11754
1200,2011-160140-SLPR,11968
1201,2011-191179-SLPR,11772
1202,2012-488188-Sola,11937
1203,2014-655455-Sola,11791
1204,2011-356340-SLPR,11951
1205,2013-539965-Sola,11702
1206,2012-470073-Sola,11776
1207,2011-158625-SLPR,11590
1208,2011-432930-Sola,11946
1209,2011-158807-SLPR,11735
1210,4033-51195,14850
1211,2013-534083-Sola,11948
1212,2011-158226-SLPR,11561
1213,2014-658818-Sola,11795
1214,2011-156941-SLPR,11758
1215,2011-150387-SLPR,11713
1216,2011-160607-SLPR,11730
1217,2014-654749-Sola,11772
1218,2014-665917-Sola,11701
1219,2012-468330-Sola,11976
1220,2011-157919-SLPR,11714
1221,4086-032,12033
1222,2013-629156-Sola,11764
1223,2011-159631-SLPR,11501
1224,2011-158000-SLPR,11954
1225,2014-659005-Sola,11701
1226,2011-160291-SLPR,11732
1227,2011-157799-SLPR,11791
1228,2014-639921-Sola,11762
1229,2013-535970-Sola,11757
1230,2011-158604-SLPR,11971
1231,2013-539115-Sola,11738
1232,4011-26979,12962
1233,2014-661008-Sola,11779
1234,2014-655014-Sola,11741
1235,2012-504828-Sola,11791
1236,2011-159825-SLPR,11961
1237,2011-157686-SLPR,11557
1238,2011-157074-SLPR,11779
1239,2014-665954-Sola,11763
1240,2011-159468-SLPR,11937
1241,2013-534469-Sola,11950
1242,4061-007,12477
1243,2011-432928-Sola,11727
1244,2011-160995-SLPR,11769
1245,2011-150695-SLPR,11572
1246,2011-156406-SLPR,11901
1247,2013-528856-Sola,11937
1248,2011-159898-SLPR,11558
1249,2014-654652-Sola,11704
1250,2013-530479-Sola,11951
1251,2013-539988-Sola,11968
1252,2011-160892-SLPR,11720
1253,2011-415202-SLPR,11716
1254,2011-159991-SLPR,11743
1255,2014-641694-Sola,11967
1256,2013-533056-Sola,11767
1257,2011-157526-SLPR,11751
1258,2011-158749-SLPR,11566
1259,2013-531174-Sola,11729
1260,2013-533571-Sola,11702
1261,2014-651582-Sola,11726
1262,2014-660395-Sola,11757
1263,2014-648068-Sola,11769
1264,4028-20470,10301
1265,2014-663600-Sola,11557
1266,2011-159176-SLPR,11954
1267,2013-538187-Sola,11731
1268,2011-156476-SLPR,11553
1269,4033-45902,14805
1270,2013-536151-Sola,11743
1271,2011-159705-SLPR,11942
1272,2014-645522-Sola,11704
1273,2013-624620-Sola,11757
1274,2014-666185-Sola,11714
1275,2012-471276-Sola,11705
1276,2012-519414-Sola,11717
1277,2014-646207-Sola,11701
1278,2014-664255-Sola,11779
1279,2011-434408-Sola,11788
1280,2012-490501-Sola,11772
1281,2011-156670-SLPR,11720
1282,2012-469599-Sola,11977
1283,2013-520496-Sola,11949
1284,4033-22450,14859
1285,2013-555467-Sola,11730
1286,2011-157960-SLPR,11937
1287,2013-537257-Sola,11779
1288,2012-464913-Sola,11976
1289,4001-23983,13730
1290,2011-159085-SLPR,11780
1291,2010-146404-SLPR,11743
1292,2013-625331-Sola,11754
1293,2014-655895-Sola,11725
1294,2013-531565-Sola,11590
1295,2013-538471-Sola,11563
1296,2014-663909-Sola,11783
1297,2011-161180-SLPR,11959
1298,4061-084,12440
1299,2011-160010-SLPR,11705
1300,2013-532054-Sola,11720
1301,2011-158064-SLPR,11975
1302,2013-539088-Sola,11779
1303,2014-649329-Sola,11702
1304,2014-638508-Sola,11703
1305,2014-640234-Sola,11939
1306,2010-147763-SLPR,11703
1307,4108-004,10916
1308,4015-004,12180
1309,4011-71691-GJ,12901
1310,4054-27181,14468
1311,2011-157093-SLPR,11772
1312,2010-145448-SLPR,11756
1313,2014-638368-Sola,11717
1314,2013-538416-Sola,11710
1315,2014-655660-Sola,11706
1316,4042-24897,12484
1317,2011-158191-SLPR,11783
1318,2014-654692-Sola,11702
1319,2014-661097-Sola,11754
1320,4011-75481,12992
1321,2014-662838-Sola,11801
1322,2011-414500-Sola,11704
1323,2013-531952-Sola,11793
1324,2013-537361-Sola,11783
1325,2011-157318-SLPR,11790
1326,2014-662928-Sola,11729
1327,2011-156892-SLPR,11550
1328,2011-156439-SLPR,11937
1329,2014-663070-Sola,11726
1330,2011-160393-SLPR,11901
1331,2011-160166-SLPR,11746
1332,4006-98787,13732
1333,2011-436012-Sola,11590
1334,2011-158489-SLPR,11731
1335,2013-530257-Sola,11792
1336,2011-378726-SLPR,11738
1337,2011-157233-SLPR,11769
1338,2014-648966-Sola,11946
1339,2013-608166-Sola,11768
1340,4006-024,13760
1341,2014-642136-Sola,11572
1342,4030-22475,12148
1343,2013-534613-Sola,11703
1344,2014-640678-Sola,11946
1345,2012-456435-Sola,11542
1346,2014-645359-Sola,11786
1347,2011-150226-SLPR,11758
1348,2012-487840-Sola,11701
1349,4006-76187,13045
1350,2011-159659-SLPR,11713
1351,2014-644812-Sola,11757
1352,2011-158741-SLPR,11758
1353,2014-655135-Sola,11716
1354,2013-539620-Sola,11784
1355,2013-535920-Sola,11937
1356,2011-414009-SLPR,11754
1357,2011-156312-SLPR,11787
1358,4001-38211,13856
1359,2013-536676-Sola,11743
1360,2014-649030-Sola,11715
1361,2011-159771-SLPR,11793
1362,2014-644544-Sola,11803
1363,4101-94409,11201
1364,2014-661583-Sola,11726
1365,2013-538166-Sola,11772
1366,2014-640298-Sola,11554
1367,2014-663714-Sola,11971
1368,2010-145523-SLPR,11713
1369,2011-156707-SLPR,11952
1370,2010-147077-SLPR,11767
1371,2014-658970-Sola,11701
1372,2013-533349-Sola,11783
1373,2011-159730-SLPR,11758
1374,2013-625386-Sola,11566
1375,2014-640193-Sola,11731
1376,2011-156855-SLPR,11784
1377,2014-658839-Sola,11934
1378,2013-538053-Sola,11937
1379,2012-490863-Sola,11786
1380,2011-160589-SLPR,11747
1381,2014-660830-Sola,11754
1382,2014-653665-Sola,11735
1383,2014-666036-Sola,11780
1384,2013-534276-Sola,11704
1385,2011-157668-SLPR,11971
1386,2011-159447-SLPR,11746
1387,4033-52410,14850
1388,2011-156389-SLPR,11937
1389,2010-145544-SLPR,11710
1390,2013-625071-Sola,11716
1391,2012-502772-Sola,11787
1392,4061-023,12401
1393,2014-649172-Sola,11729
1394,2011-382672-SLPR,11793
1395,4030-21068,12503
1396,2011-160308-SLPR,11021
1397,4022-011,10001
1398,2011-158309-SLPR,11717
1399,2014-648911-Sola,11003
1400,4089-24937,11201
1401,2013-533286-Sola,11942
1402,2014-648304-Sola,11733
1403,2014-661429-Sola,11769
1404,4030-20465,12546
1405,2014-649410-Sola,11706
1406,2013-529200-Sola,11558
1407,2011-161064-SLPR,11762
1408,2011-159611-SLPR,11766
1409,2014-640666-Sola,11804
1410,2011-160069-SLPR,11793
1411,2011-158475-SLPR,11714
1412,2013-624666-Sola,11756
1413,2011-159749-SLPR,11782
1414,2011-440614-Sola,11725
1415,4061-22992,12578
1416,4089-013,11414
1417,2013-527039-Sola,11791
1418,2011-156584-SLPR,11050
1419,4033-44423,14882
1420,2012-470710-Sola,11743
1421,2013-532150-Sola,11784
1422,2011-159971-SLPR,11980
1423,2011-158930-SLPR,11772
1424,4033-44232,14886
1425,2013-538342-Sola,11576
1426,2014-660558-Sola,11949
1427,2014-660796-Sola,11704
1428,2011-159270-SLPR,11725
1429,2011-160075-SLPR,11733
1430,4061-25410,12436
1431,2013-635275-Sola,11752
1432,2011-160718-SLPR,11954
1433,4006-43366,13827
1434,2011-158068-SLPR,11964
1435,2011-441509-Sola,11963
1436,2012-479426-Sola,11803
1437,2012-505058-Sola,11954
1438,2013-533540-Sola,11751
1439,2014-655364-Sola,11518
1440,2013-532137-Sola,11958
1441,4003-035,12046
1442,2011-160223-SLPR,11561
1443,4054-22963,14559
1444,2011-158573-SLPR,11961
1445,4054-19818,14882
1446,2011-160511-SLPR,11934
1447,2011-157911-SLPR,11958
1448,2011-158642-SLPR,11793
1449,2011-156922-SLPR,11961
1450,2012-456228-Sola,11710
1451,2014-638551-Sola,11702
1452,4061-012,10509
1453,2013-538682-Sola,11704
1454,4018-27887,14418
1455,2013-625370-Sola,11942
1456,4006-041,12189
1457,2011-156739-SLPR,11746
1458,4006-42593,13053
1459,2014-645754-Sola,11746
1460,2013-536842-Sola,11795
1461,2011-158979-SLPR,11561
1462,2011-160415-SLPR,11793
1463,2012-505456-Sola,11953
1464,2011-158712-SLPR,11746
1465,2014-663105-Sola,11787
1466,2012-457112-SLPR,11768
1467,2011-157726-SLPR,11747
1468,2014-645268-Sola,11704
1469,2013-539710-Sola,11554
1470,2014-664189-Sola,11040
1471,2011-159921-SLPR,11782
1472,2014-646439-Sola,11967
1473,2014-659070-Sola,11742
1474,4011-41583-GJ,12992
1475,2010-144842-SLPR,11706
1476,2014-652434-Sola,11798
1477,4011-19649,12936
1478,2014-661079-Sola,11757
1479,2011-159286-SLPR,11510
1480,2011-188120-SLPR,11950
1481,2012-476884-Sola,11040
1482,4061-017,12533
1483,2011-158326-SLPR,11932
1484,2014-651847-Sola,11701
1485,4015-010,10024
1486,4030-24586,12569
1487,2011-157140-SLPR,11952
1488,2014-655302-Sola,11701
1489,2013-533606-Sola,11704
1490,2014-660687-Sola,11772
1491,2011-157446-SLPR,11757
1492,2011-432312-Sola,11971
1493,2014-649561-Sola,11701
1494,2014-664429-Sola,11720
1495,4056-008-1,10538
1496,2013-542597-Sola,11753
1497,2012-457646-Sola,11940
1498,2011-159625-SLPR,11747
1499,2014-663394-Sola,11746
1500,2011-161104-SLPR,11729
1501,2011-160633-SLPR,11710
1502,2011-156261-SLPR,11971
1503,2011-157207-SLPR,11976
1504,2014-663308-Sola,11763
1505,2014-661144-Sola,11703
1506,2013-531946-Sola,11706
1507,2011-160924-SLPR,11715
1508,2013-536246-Sola,11702
1509,2013-520534-Sola,11755
1510,2011-150401-SLPR,11697
1511,2014-664415-Sola,11731
1512,2014-662219-Sola,11963
1513,2013-624539-Sola,11787
1514,4022-29825,10543
1515,2014-661307-Sola,11952
1516,2013-532004-Sola,11716
1517,2013-542868-Sola,11792
1518,2014-649695-Sola,11776
1519,4061-054,12529
1520,4005-021,12850
1521,2011-158035-SLPR,11768
1522,2011-156326-SLPR,11717
1523,2014-645248-Sola,11510
1524,2011-159933-SLPR,11542
1525,2014-659114-Sola,11755
1526,2010-147226-SLPR,11733
1527,2010-144757-SLPR,11788
1528,2013-530186-Sola,11763
1529,2012-470751-Sola,11954
1530,4006-61191,13053
1531,2013-537334-Sola,11741
1532,2011-436441-Sola,11772
1533,2013-533990-Sola,11704
1534,2013-538789-Sola,11738
1535,2014-658788-Sola,11953
1536,2011-366174-SLPR,11962
1537,2013-534639-Sola,11724
1538,2011-156539-SLPR,11937
1539,2011-156373-SLPR,11702
1540,2011-346652-SLPR,11932
1541,2011-159423-SLPR,11725
1542,2013-632939-Sola,11704
1543,2014-664688-Sola,11706
1544,2011-160236-SLPR,11747
1545,2011-156649-SLPR,11716
1546,2014-640002-Sola,11704
1547,4005-013,12193
1548,4011-006,12941
1549,2012-457092-SLPR,11968
1550,2013-635592-Sola,11577
1551,2014-655115-Sola,11767
1552,2013-529292-Sola,11764
1553,4030-095,12525
1554,2012-487111-Sola,11758
1555,2013-636728-Sola,11801
1556,2010-145929-SLPR,11590
1557,2014-646647-Sola,11756
1558,2013-539241-Sola,11704
1559,2012-476868-Sola,11968
1560,2011-157492-SLPR,11758
1561,2014-646281-Sola,11784
1562,2013-537321-Sola,11787
1563,2011-159699-SLPR,11554
1564,2011-158024-SLPR,11756
1565,2013-534651-Sola,11739
1566,2013-532110-Sola,11949
1567,4001-90728,13337
1568,2011-157937-SLPR,11793
1569,2011-160455-SLPR,11933
1570,2014-646630-Sola,11767
1571,2014-636872-Sola,11756
1572,4033-22092,14886
1573,2011-382716-SLPR,11518
1574,2011-160691-SLPR,11940
1575,2011-157544-SLPR,11710
1576,2013-535575-Sola,11763
1577,2014-661224-Sola,11727
1578,2011-160181-SLPR,11756
1579,2012-475199-Sola,11554
1580,2012-470394-Sola,11703
1581,2012-478828-Sola,11758
1582,2011-157538-SLPR,11971
1583,2011-157921-SLPR,11752
1584,2011-425435-Sola,11572
1585,2012-470910-Sola,11550
1586,2013-542126-Sola,11791
1587,2013-625307-Sola,11968
1588,2014-663187-Sola,11702
1589,4030-081,12550
1590,4006-48498,14850
1591,2013-583814-Sola,11801
1592,2013-539340-Sola,11566
1593,2011-159152-SLPR,11978
1594,2014-664580-Sola,11967
1595,2014-655762-Sola,11729
1596,2011-413636-SLPR,11566
1597,2014-674018-Sola,11501
1598,2012-476114-Sola,11729
1599,4033-26862,14850
1600,2013-538773-Sola,11772
1601,2011-157099-SLPR,11937
1602,2011-157475-SLPR,11932
1603,2014-644959-Sola,11727
1604,2013-535734-Sola,11501
1605,2011-157131-SLPR,11976
1606,2014-665407-Sola,11726
1607,2011-159665-SLPR,11780
1608,2011-159882-SLPR,11566
1609,2011-448222-SLPR,11952
1610,2011-160817-SLPR,11949
1611,2014-662754-Sola,11757
1612,2014-646244-Sola,11702
1613,4042-003,12494
1614,2010-146047-SLPR,11937
1615,2013-585621-Sola,11561
1616,2014-663654-Sola,11729
1617,2014-665901-Sola,11726
1618,2011-160396-SLPR,11010
1619,2014-640406-Sola,11563
1620,2011-158114-SLPR,11768
1621,4025-70423,14568
1622,2014-653841-Sola,11701
1623,2013-538856-Sola,11021
1624,4005-028,12193
1625,2014-640090-Sola,11787
1626,2013-538160-Sola,11705
1627,2011-159488-SLPR,11768
1628,2011-160562-SLPR,11980
1629,2011-160711-SLPR,11550
1630,2011-157642-SLPR,11768
1631,2011-157252-SLPR,11960
1632,2013-535686-Sola,11967
1633,2013-542181-Sola,11040
1634,2010-146160-SLPR,11713
1635,2011-160271-SLPR,11787
1636,2012-519429-Sola,11590
1637,2011-158241-SLPR,11710
1638,2013-531057-Sola,11779
1639,2014-664787-Sola,11779
1640,2013-583919-Sola,11530
1641,2010-148281-SLPR,11971
1642,2012-518526-Sola,11790
