Project Cost,Contractor,Project Status
30372,,Pipeline
17938,SunRun Inc.,Complete
18599,,Pipeline
22330,SunRun Inc.,Complete
9547.5,,Pipeline
14016,Kasselman Solar LLC,Complete
42840,,Pipeline
23004,,Pipeline
14190.75,Tesla Energy Operations Inc.,Complete
19531.9,,Pipeline
14572.5,Venture Home Solar LLC,Complete
23643,,Pipeline
14868,Venture Home Solar LLC,Complete
33403.44,,Pipeline
34524.01,,Pipeline
41170,,Pipeline
11014,SunRun Inc.,Complete
45864,,Pipeline
15878,SunRun Inc.,Complete
46499.32,,Pipeline
48900,Kasselman Solar LLC,Complete
38297.37,SunPower Capital LLC,Complete
33444,Kasselman Solar LLC,Complete
32808.94,"SuNation Solar Systems, Inc.",Complete
37909,SunRun Inc.,Complete
27112,,Pipeline
26378,New York State Solar Farm,Complete
19482,"Buffalo Solar Solutions, Inc.",Complete
22348.54,,Pipeline
40590,"Apex Roofing, LLC",Complete
74778.4,American Solar Partners,Complete
14505.5,Venture Home Solar LLC,Complete
44565,"SuNation Solar Systems, Inc.",Complete
34740,Long Island Power Solutions,Complete
250113,,Pipeline
29635.2,"PlugPV, LLC",Complete
29992.2,Long Island Power Solutions,Complete
52164,Kamtech Restoration Corp,Complete
30875,,Pipeline
5275,,Pipeline
29950,,Pipeline
53509,SunPower Capital LLC,Complete
23950,,Pipeline
33670.85,Venture Home Solar LLC,Complete
34593.88,,Pipeline
17193.66,,Pipeline
21395.75,SunRun Inc.,Complete
30552,Venture Home Solar LLC,Complete
15583.65,Sunnova Energy Corp.,Complete
24689.5,Infinity Solar Systems LLC,Complete
34962.87,,Pipeline
27001,,Pipeline
14992,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
25228,"Buffalo Solar Solutions, Inc.",Complete
9377,,Pipeline
14599.74,,Pipeline
36598.75,,Pipeline
32258.6,"Brooklyn SolarWorks, LLC",Complete
17207,SunRun Inc.,Complete
40642.56,"PlugPV, LLC",Complete
26827.5,Venture Home Solar LLC,Complete
20019,,Pipeline
20349,Sunrise Energy Corp.,Complete
56978,,Pipeline
17071.6,,Pipeline
15778.5,Venture Home Solar LLC,Complete
79024,Kamtech Restoration Corp,Complete
42687.87,,Pipeline
38380,,Pipeline
10962,,Pipeline
35328.15,,Pipeline
53538,Solar Generation (dba for Eiger 3970 Consultants Inc.),Complete
22828,American Solar Partners,Complete
51073,,Pipeline
27440.74,"PlugPV, LLC",Complete
34034,Kasselman Solar LLC,Complete
21053,SunRun Inc.,Complete
13554.2,Venture Home Solar LLC,Complete
39513.6,,Pipeline
31500,,Pipeline
24098.97,,Pipeline
23121.7,Venture Home Solar LLC,Complete
80936.46,SunRun Inc.,Complete
39305.53,SunPower Capital LLC,Complete
34171.2,,Pipeline
21331,SunRun Inc.,Complete
32680,,Pipeline
18650,Sunnova Energy Corp.,Complete
17171.36,SunRun Inc.,Complete
49828.21,,Pipeline
26498,"Nickels Energy Solutions, LLC",Complete
10880,Momentum Solar (dba for Pro Custom Solar LLC),Complete
31343.36,,Pipeline
33682.16,SunPower Capital LLC,Complete
33033.6,"Solar Liberty Energy Systems, Inc.",Complete
28587,,Pipeline
17150,,Pipeline
33852,"IGS Solar, LLC",Complete
25168.55,,Pipeline
23066,"Apex Solar Power, LLC",Complete
55227.57,,Pipeline
41856,AEC Energy Corp./American Energy Care,Complete
15956.05,,Pipeline
18447,"You Save Green, Inc",Complete
24133,,Pipeline
30717.5,Sunrise Energy Corp.,Complete
28123.25,,Pipeline
25195,Long Island Power Solutions,Complete
27145,SunRun Inc.,Complete
10094,SunRun Inc.,Complete
64611,New York State Solar Farm,Complete
53916.59,"PlugPV, LLC",Complete
18870.45,Vivint Solar Development LLC,Complete
31373,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
22733,,Pipeline
12730,Venture Home Solar LLC,Complete
34059.09,,Pipeline
190019,,Pipeline
30888,Kamtech Restoration Corp,Complete
23017,,Pipeline
38515,Venture Home Solar LLC,Complete
36905,,Pipeline
18073.25,Venture Home Solar LLC,Complete
34126.85,SunRun Inc.,Complete
18930.99,,Pipeline
28808,,Pipeline
24164,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
21757,Kamtech Restoration Corp,Complete
14490.4,SunRun Inc.,Complete
9155058,East Light Partners PBC,Pipeline
25974,,Pipeline
16097,,Pipeline
39691.23,SunPower Capital LLC,Complete
45600,SunPower Capital LLC,Complete
40762,,Pipeline
45575.29,1st Light Energy,Complete
19138.09,,Pipeline
11444,,Pipeline
9516.92,SunRun Inc.,Complete
14105.5,CIR Electrical Construction Corp.,Complete
20451.2,"SuNation Solar Systems, Inc.",Complete
17000,"Nickels Energy Solutions, LLC",Complete
37467.93,,Pipeline
27352,,Pipeline
21910.4,SunCommon (dba for Hudson Valley Clean Energy),Complete
12285,"IGS Solar, LLC",Complete
30876.7,,Pipeline
40648.22,,Pipeline
16478.54,SunRun Inc.,Complete
30945.3,SunRun Inc.,Complete
10775,SunRun Inc.,Complete
46348.5,,Pipeline
47661.46,"Brooklyn SolarWorks, LLC",Complete
25356.8,SunPower Capital LLC,Complete
53643,SunPower Capital LLC,Complete
36538.7,SunRun Inc.,Complete
8498,SunRun Inc.,Complete
47105,,Pipeline
24118,,Pipeline
19340,,Pipeline
18441.75,,Pipeline
83787.94,,Pipeline
11845,,Pipeline
36923.7,Venture Home Solar LLC,Complete
16065,Momentum Solar (dba for Pro Custom Solar LLC),Complete
44854.46,SunPower Capital LLC,Complete
17507.1,Venture Home Solar LLC,Complete
14833.8,Venture Home Solar LLC,Complete
49254.55,,Pipeline
44418,,Pipeline
22157,SunRun Inc.,Complete
23178,"Renovus Energy, Inc",Complete
45360,SunPower Capital LLC,Complete
35043.75,,Pipeline
21736,,Pipeline
21630,,Pipeline
24113,,Pipeline
21389.13,Sunnova Energy Corp.,Complete
42226,"Renovus Energy, Inc",Complete
41970.23,,Pipeline
29680.31,,Pipeline
33800,Momentum Solar (dba for Pro Custom Solar LLC),Complete
25421,"Renovus Energy, Inc",Complete
11815,SunRun Inc.,Complete
29552,,Pipeline
31228.9,,Pipeline
18720,,Pipeline
19223,"Renovus Energy, Inc",Complete
20702.79,SunRun Inc.,Complete
19021.3,Venture Home Solar LLC,Complete
12640,SunRun Inc.,Complete
19642,SunRun Inc.,Complete
25813.56,,Pipeline
59472,,Pipeline
20500,,Pipeline
21248,,Pipeline
39747.75,Venture Home Solar LLC,Complete
13885.99,SunRun Inc.,Complete
23710,,Pipeline
16398,,Pipeline
31739.99,SunPower Capital LLC,Complete
27740.44,SunCommon (dba for Hudson Valley Clean Energy),Complete
25423.49,"Brooklyn SolarWorks, LLC",Complete
25460,,Pipeline
34946,"Renovus Energy, Inc",Complete
24090,Accelerate Solar Llc,Complete
31317,Kasselman Solar LLC,Complete
34091.2,"SuNation Solar Systems, Inc.",Complete
30992,,Pipeline
21806,SunRun Inc.,Complete
25642.93,SunPower Capital LLC,Complete
16658.4,Sea Bright Solar,Complete
17069.4,"Solar Liberty Energy Systems, Inc.",Complete
39308.75,"Brooklyn SolarWorks, LLC",Complete
24508,"Nickels Energy Solutions, LLC",Complete
21537.28,,Pipeline
23587,SunRun Inc.,Complete
16929,,Pipeline
19927.2,SunRun Inc.,Complete
23466.75,Venture Home Solar LLC,Complete
37441,"Brooklyn SolarWorks, LLC",Complete
14670,,Pipeline
41400,,Pipeline
43000,,Pipeline
39769,New York State Solar Farm,Complete
36704.38,SunPower Capital LLC,Complete
50745.8,,Pipeline
13647,SunRun Inc.,Complete
24146,,Pipeline
26274,,Pipeline
44130.08,SunCommon (dba for Hudson Valley Clean Energy),Complete
54014,,Pipeline
36552,,Pipeline
48806,,Pipeline
69856,,Pipeline
34697.3,,Pipeline
19053,,Pipeline
28219,,Pipeline
21420,Trinity Solar (dba for Trinity Heating and Air),Complete
29955,Kamtech Restoration Corp,Complete
29706.46,SunRun Inc.,Complete
16411,SunRun Inc.,Complete
19041.4,SunRun Inc.,Complete
64985.09,,Pipeline
28516.38,"PlugPV, LLC",Complete
48960,Kamtech Restoration Corp,Complete
22640,"Apex Solar Power, LLC",Complete
19370,"Solcius, LLC",Complete
54316.86,"SuNation Solar Systems, Inc.",Complete
51200,,Pipeline
39263,,Pipeline
10260,"Buffalo Solar Solutions, Inc.",Complete
18711,,Pipeline
23651,Venture Home Solar LLC,Complete
28883.7,Venture Home Solar LLC,Complete
21385.8,,Pipeline
25310,,Pipeline
32843.88,"Solar Liberty Energy Systems, Inc.",Complete
24622.5,Venture Home Solar LLC,Complete
20033,Momentum Solar (dba for Pro Custom Solar LLC),Complete
15922,SunRun Inc.,Complete
34353.22,,Pipeline
28432.84,"SuNation Solar Systems, Inc.",Complete
20342,SunRun Inc.,Complete
18326.1,,Pipeline
27300,,Pipeline
36751,"Renovus Energy, Inc",Complete
21225.6,,Pipeline
27939.6,SunRun Inc.,Complete
31836.4,SunRun Inc.,Complete
23600,SunRun Inc.,Complete
27775.76,"Brooklyn SolarWorks, LLC",Complete
15025.5,Tesla Energy Operations Inc.,Complete
28277.35,SunRun Inc.,Complete
35077.28,,Pipeline
18952.7,SunRun Inc.,Complete
18203.9,Venture Home Solar LLC,Complete
16679.84,SunRun Inc.,Complete
20851,SunRun Inc.,Complete
28991.82,,Pipeline
17543.65,SunRun Inc.,Complete
34202,,Pipeline
12632.85,Venture Home Solar LLC,Complete
21632,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
38190,Venture Home Solar LLC,Complete
30568.75,,Pipeline
44047.89,,Pipeline
19436.8,SunPower Capital LLC,Complete
37946.01,SunPower Capital LLC,Complete
84662.81,,Pipeline
33577.5,,Pipeline
29747.13,"Brooklyn SolarWorks, LLC",Complete
20081.25,,Pipeline
654462.91,"Bright Power, Inc.",Pipeline
34020,,Pipeline
74984.2,SunPower Capital LLC,Complete
7256700,Abundant Solar Power Inc.,Pipeline
50062.32,"PlugPV, LLC",Complete
41746.27,SunRun Inc.,Complete
36059,,Pipeline
44238.69,SunPower Capital LLC,Complete
24982,SunRun Inc.,Complete
10620,,Pipeline
44241.12,"PlugPV, LLC",Complete
30175,SunRun Inc.,Complete
19454,,Pipeline
34462,Hytech Solar Inc,Complete
35035.01,SunPower Capital LLC,Complete
24810,"Renovus Energy, Inc",Complete
47098.25,,Pipeline
30932,,Pipeline
10494,,Pipeline
20763.18,,Pipeline
16235,,Pipeline
41352,"Buffalo Solar Solutions, Inc.",Complete
28743,Venture Home Solar LLC,Complete
40129,,Pipeline
27529,SunRun Inc.,Complete
51315.3,SunRun Inc.,Complete
29480,,Pipeline
44586,Lighthouse Solar (dba for Sun Source Technologies),Complete
15778.5,Venture Home Solar LLC,Complete
17349,,Pipeline
11668.06,,Pipeline
35479,,Pipeline
23591,"Solcius, LLC",Complete
15630,,Pipeline
18349,SunRun Inc.,Complete
15745,,Pipeline
44471,,Pipeline
56224,Long Island Power Solutions,Complete
12152,Proven Energy Systems,Complete
15251.11,,Pipeline
29886,SunRun Inc.,Complete
33984,"SuNation Solar Systems, Inc.",Complete
18682.95,Venture Home Solar LLC,Complete
30121.99,,Pipeline
20661.4,"Alternative Power Solutions of NY, LLC",Complete
23868.75,Venture Home Solar LLC,Complete
25915,"Buffalo Solar Solutions, Inc.",Complete
33347.86,,Pipeline
37788.8,SunPower Capital LLC,Complete
25095,"SuNation Solar Systems, Inc.",Complete
17699,,Pipeline
5995004.4,"Borrego Solar Systems, Inc.",Pipeline
25727,SunRun Inc.,Complete
23560,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
36034,,Pipeline
16350,,Pipeline
14431.8,Venture Home Solar LLC,Complete
21105,Momentum Solar (dba for Pro Custom Solar LLC),Complete
19307,SunRun Inc.,Complete
22780,,Pipeline
25627.5,,Pipeline
79329,,Pipeline
47000,Kasselman Solar LLC,Complete
26928,Momentum Solar (dba for Pro Custom Solar LLC),Complete
41542,SunPower Capital LLC,Complete
13843,,Pipeline
33701,Venture Home Solar LLC,Complete
21220.5,,Pipeline
15114,,Pipeline
20093.25,Venture Home Solar LLC,Complete
20710,,Pipeline
22790.88,,Pipeline
30672,"Solar Liberty Energy Systems, Inc.",Complete
16420.95,Sunnova Energy Corp.,Complete
26640,SunPower Capital LLC,Complete
16499.99,,Pipeline
28183.05,,Pipeline
24254,Venture Home Solar LLC,Complete
30233.75,Venture Home Solar LLC,Complete
33451.54,,Pipeline
41000,,Pipeline
38075,,Pipeline
20711,SunRun Inc.,Complete
23929.54,,Pipeline
33237,,Pipeline
25516,Green Hybrid Energy Solutions,Complete
29825,,Pipeline
35087,,Pipeline
29754,SunRun Inc.,Complete
31653,SunRun Inc.,Complete
34599.65,,Pipeline
18094,"Apex Solar Power, LLC",Complete
2935,,Pipeline
41100,,Pipeline
34014.05,SunPower Capital LLC,Complete
14740,,Pipeline
41165,,Pipeline
35443,,Pipeline
27608,New York State Solar Farm,Complete
18827,,Pipeline
32157.1,SunRun Inc.,Complete
41040,,Pipeline
12270.15,Venture Home Solar LLC,Complete
48777,SunRun Inc.,Complete
20357,"SuNation Solar Systems, Inc.",Complete
17820,Momentum Solar (dba for Pro Custom Solar LLC),Complete
24138.62,,Pipeline
21913,New York State Solar Farm,Complete
22738,,Pipeline
14292,SunRun Inc.,Complete
22903,SunRun Inc.,Complete
45200,,Pipeline
23520.35,,Pipeline
19891,SunPower Capital LLC,Complete
47528.58,,Pipeline
48468.5,SunRun Inc.,Complete
32422.2,,Pipeline
17178,SunRun Inc.,Complete
12832.99,SunRun Inc.,Complete
27434,,Pipeline
31657.5,Venture Home Solar LLC,Complete
23660,,Pipeline
47548.89,SunRun Inc.,Complete
40041,,Pipeline
24440,SunRun Inc.,Complete
15877,,Pipeline
17202.25,,Pipeline
25721.3,Venture Home Solar LLC,Complete
27760,"Brooklyn SolarWorks, LLC",Complete
44442,,Pipeline
21422,"Renovus Energy, Inc",Complete
45979,,Pipeline
27260,SunRun Inc.,Complete
26500,,Pipeline
19101.6,Momentum Solar (dba for Pro Custom Solar LLC),Complete
3534,,Pipeline
37120,,Pipeline
25950,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
27704.09,SunPower Capital LLC,Complete
14518.9,,Pipeline
70591.75,,Pipeline
36984,SunRun Inc.,Complete
14910,SunRun Inc.,Complete
21445,Kasselman Solar LLC,Complete
12657.5,,Pipeline
44929,"Renovus Energy, Inc",Complete
49115,Sunrise Energy Corp.,Complete
95238,,Pipeline
38860.33,"EmPower CES, LLC",Complete
40500,,Pipeline
27784.95,,Pipeline
16118.55,,Pipeline
28938.8,,Pipeline
29875.3,Venture Home Solar LLC,Complete
25891,,Pipeline
47502,,Pipeline
103761,"Sunrise Solar Solutions, LLC",Complete
15893,SunRun Inc.,Complete
7087,,Pipeline
21060,Premier Solar Solutions,Complete
21073,SunRun Inc.,Complete
29106,Trinity Solar (dba for Trinity Heating and Air),Complete
20260.8,,Pipeline
20771,SunRun Inc.,Complete
29369.6,,Pipeline
30160,,Pipeline
11209.1,SunRun Inc.,Complete
29720,"Alternative Power Solutions of NY, LLC",Complete
29567.85,Vivint Solar Development LLC,Complete
49124.4,Venture Home Solar LLC,Complete
19264.39,SunRun Inc.,Complete
14007.74,SunRun Inc.,Complete
39915.82,"EmPower CES, LLC",Complete
31857,Kasselman Solar LLC,Complete
16800,SunRun Inc.,Complete
6778,SunRun Inc.,Complete
31930.94,"SuNation Solar Systems, Inc.",Complete
27496.8,,Pipeline
10106,,Pipeline
32941.25,Venture Home Solar LLC,Complete
24862,Hytech Solar Inc,Complete
30568.75,Infinity Solar Systems LLC,Complete
22554,"You Save Green, Inc",Complete
25568,"Buffalo Solar Solutions, Inc.",Complete
13490.76,,Pipeline
32980.5,,Pipeline
53956.17,,Pipeline
16636.1,Venture Home Solar LLC,Complete
68311,,Pipeline
22183.7,Venture Home Solar LLC,Complete
23019.95,,Pipeline
64974,,Pipeline
7187,,Pipeline
28678.08,"SuNation Solar Systems, Inc.",Complete
18894,,Pipeline
19189,SunRun Inc.,Complete
30112,,Pipeline
17989.5,Venture Home Solar LLC,Complete
13433.5,,Pipeline
38621,,Pipeline
20049.74,,Pipeline
30240,Momentum Solar (dba for Pro Custom Solar LLC),Complete
17825,,Pipeline
11885.85,,Pipeline
18880,SunRun Inc.,Complete
36598.75,Venture Home Solar LLC,Complete
45475,Lighthouse Solar (dba for Sun Source Technologies),Complete
18054,,Pipeline
45730,,Pipeline
23368.98,SunRun Inc.,Complete
58575,,Pipeline
41145.3,,Pipeline
34921.44,"Brooklyn SolarWorks, LLC",Complete
24810,"Renovus Energy, Inc",Complete
21308,"Solcius, LLC",Complete
19095,,Pipeline
25410.6,Sunnova Energy Corp.,Complete
29886,,Pipeline
24133.13,,Pipeline
20128.5,Infinity Solar Systems LLC,Complete
37250,,Pipeline
58530,"Alternative Power Solutions of NY, LLC",Complete
18232.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
23500,,Pipeline
32983,SunRun Inc.,Complete
32297.35,SunRun Inc.,Complete
38525,Kasselman Solar LLC,Complete
12853.45,,Pipeline
15340,Momentum Solar (dba for Pro Custom Solar LLC),Complete
37877.72,SunCommon (dba for Hudson Valley Clean Energy),Complete
32026,Venture Home Solar LLC,Complete
16650,,Pipeline
48360.6,Venture Home Solar LLC,Complete
18900,Momentum Solar (dba for Pro Custom Solar LLC),Complete
29462.4,,Pipeline
23335,,Pipeline
25200,Momentum Solar (dba for Pro Custom Solar LLC),Complete
15682,,Pipeline
10686.5,,Pipeline
37518,,Pipeline
33063,Sunrise Energy Corp.,Complete
11557.5,,Pipeline
41990,,Pipeline
23811.75,Tesla Energy Operations Inc.,Complete
25500,"IGS Solar, LLC",Complete
21651.01,,Pipeline
28082,,Pipeline
26250,Grid City Electric Corp,Complete
28338.72,Vivint Solar Development LLC,Complete
47880,,Pipeline
37629,"PlugPV, LLC",Complete
22451,,Pipeline
25000,Long Island Power Solutions,Complete
28386.6,,Pipeline
55000,,Pipeline
32040,,Pipeline
32208,SunRun Inc.,Complete
42760.7,SunCommon (dba for Hudson Valley Clean Energy),Complete
19998.55,SunRun Inc.,Complete
30588.85,Venture Home Solar LLC,Complete
32460,Kasselman Solar LLC,Complete
15719.46,,Pipeline
8615,,Pipeline
44364,Kasselman Solar LLC,Complete
11792,SunRun Inc.,Complete
43908.1,"Brooklyn SolarWorks, LLC",Complete
17040.78,,Pipeline
32440,,Pipeline
42386.36,,Pipeline
16025.03,,Pipeline
24776,SunRun Inc.,Complete
48328.45,,Pipeline
30569.54,"Brooklyn SolarWorks, LLC",Complete
12407.7,SunRun Inc.,Complete
24052,"SuNation Solar Systems, Inc.",Complete
24548,,Pipeline
24337,,Pipeline
1341984.48,"Green Street Power Partners, LLC",Pipeline
13670,SunRun Inc.,Complete
11660.15,,Pipeline
24260.7,Venture Home Solar LLC,Complete
20273,SunRun Inc.,Complete
12110,SunRun Inc.,Complete
7220000,Lodestar Energy,Pipeline
37657.6,"SuNation Solar Systems, Inc.",Complete
16422,,Pipeline
16330,SunRun Inc.,Complete
43747.66,"SuNation Solar Systems, Inc.",Complete
29337.28,,Pipeline
11336.4,SunRun Inc.,Complete
40947.17,,Pipeline
34913.51,"Brooklyn SolarWorks, LLC",Complete
12978,,Pipeline
27562.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
44220,,Pipeline
11302,,Pipeline
26821.68,Sunnova Energy Corp.,Complete
43975,,Pipeline
17375,"Solcius, LLC",Complete
38277.1,,Pipeline
27625,Hytech Solar Inc,Complete
14726.25,Momentum Solar (dba for Pro Custom Solar LLC),Complete
23329.4,,Pipeline
26420.05,QwikSolar,Complete
7301,SunRun Inc.,Complete
28798,,Pipeline
15075,,Pipeline
10138,Sunnova Energy Corp.,Complete
50738,New York State Solar Farm,Complete
38250.3,Venture Home Solar LLC,Complete
37422,Momentum Solar (dba for Pro Custom Solar LLC),Complete
30481,,Pipeline
33750,"O'Connell Electric Co., Inc.",Complete
13387.5,,Pipeline
65787,,Pipeline
13966.15,,Pipeline
43765,Kasselman Solar LLC,Complete
26201,SunRun Inc.,Complete
22374,SunRun Inc.,Complete
36003.34,"Brooklyn SolarWorks, LLC",Complete
42150.23,SunPower Capital LLC,Complete
37237.82,,Pipeline
19760,,Pipeline
11749,SunRun Inc.,Complete
25394,"Fusion Energy Services, LLC",Complete
35154,,Pipeline
29733,Tesla Energy Operations Inc.,Complete
23500,,Pipeline
27042,,Pipeline
22893.9,Venture Home Solar LLC,Complete
34186.32,"PlugPV, LLC",Complete
19200,,Pipeline
32581,SunRun Inc.,Complete
44104.5,"IGS Solar, LLC",Complete
20384,Sunrise Energy Corp.,Complete
29001.97,,Pipeline
33142.99,,Pipeline
52384.09,SunPower Capital LLC,Complete
13067.07,Sunnova Energy Corp.,Complete
27051.25,,Pipeline
20153.6,SunRun Inc.,Complete
33075,,Pipeline
45525.6,"Brooklyn SolarWorks, LLC",Complete
15195.6,,Pipeline
47777.09,"EmPower CES, LLC",Complete
13094,SunRun Inc.,Complete
29200,,Pipeline
43950,,Pipeline
19275.9,Venture Home Solar LLC,Complete
596613.6,,Pipeline
24108.32,"SuNation Solar Systems, Inc.",Complete
17386.5,,Pipeline
51069,SunRun Inc.,Complete
3365000,Nexamp Inc,Pipeline
19761.9,Vivint Solar Development LLC,Complete
32271,"Solcius, LLC",Complete
16840.45,,Pipeline
30352.2,,Pipeline
23722.29,,Pipeline
26325.24,,Pipeline
88353.8,"Brooklyn SolarWorks, LLC",Pipeline
23360.4,Trinity Solar (dba for Trinity Heating and Air),Complete
21524,Hudson River Renewables,Complete
14520,CIR Electrical Construction Corp.,Complete
36525,Kasselman Solar LLC,Complete
21386.4,,Pipeline
24334,Venture Home Solar LLC,Complete
15912.5,Venture Home Solar LLC,Complete
18063.36,"PlugPV, LLC",Complete
12935,SunRun Inc.,Complete
39255.3,"IGS Solar, LLC",Complete
22899,,Pipeline
13400,,Pipeline
42849,"Renovus Energy, Inc",Complete
23275.8,Venture Home Solar LLC,Complete
26435,SunRun Inc.,Complete
24088.75,SunPower Capital LLC,Complete
17061.55,,Pipeline
32500,,Pipeline
15875.86,SunRun Inc.,Complete
17167.5,,Pipeline
16120,,Pipeline
14364,,Pipeline
16285,,Pipeline
39959,SunRun Inc.,Complete
36680,,Pipeline
32877.04,Vivint Solar Development LLC,Complete
28702.8,Venture Home Solar LLC,Complete
29748.36,"SuNation Solar Systems, Inc.",Complete
32786.6,"Brooklyn SolarWorks, LLC",Complete
38610,"SuNation Solar Systems, Inc.",Complete
26451.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
42890.05,,Pipeline
49137,,Pipeline
45455,SunRun Inc.,Complete
38938,New York State Solar Farm,Complete
33012,"SuNation Solar Systems, Inc.",Complete
10741,,Pipeline
38421.44,"Brooklyn SolarWorks, LLC",Complete
54936,,Pipeline
31305.75,Venture Home Solar LLC,Complete
50713.6,"PlugPV, LLC",Complete
16747,SunRun Inc.,Complete
37081.8,"Solar Liberty Energy Systems, Inc.",Complete
37050,Renewable Rochester (dba for Viola Homes),Complete
45130.62,,Pipeline
31717.8,,Pipeline
230939.91,"Bright Power, Inc.",Pipeline
18189,,Pipeline
29700,,Pipeline
23201,SunRun Inc.,Complete
21420,,Pipeline
33240.81,Sunnova Energy Corp.,Complete
23532,,Pipeline
28138.22,,Pipeline
22290,SunRun Inc.,Complete
19796,SunPower Capital LLC,Complete
19650,,Pipeline
14364,Sunnova Energy Corp.,Complete
13148.75,,Pipeline
25131,SunRun Inc.,Complete
26160.15,Venture Home Solar LLC,Complete
24874,"Sunrise Solar Solutions, LLC",Complete
12630.3,Vivint Solar Development LLC,Complete
43603.88,,Pipeline
43134,,Pipeline
32508,SunPower Capital LLC,Complete
24000,,Pipeline
9955.95,,Pipeline
30360,,Pipeline
603712.26,"EmPower CES, LLC",Pipeline
15325,,Pipeline
40052.6,Venture Home Solar LLC,Complete
10318,Trinity Solar (dba for Trinity Heating and Air),Complete
37157.8,,Pipeline
26264.7,Trinity Solar (dba for Trinity Heating and Air),Complete
6648480,"Xzerta Energy Group, LLC",Pipeline
30451.29,,Pipeline
38726,,Pipeline
27696.46,SunRun Inc.,Complete
34819.54,"Brooklyn SolarWorks, LLC",Complete
27293,,Pipeline
43756,,Pipeline
9576,Trinity Solar (dba for Trinity Heating and Air),Complete
20974.85,SunRun Inc.,Complete
24009,,Pipeline
65262,Albany Solar Solutions L.L.C.,Complete
10842,,Pipeline
27878,"Monolith Solar Associates, LLC",Complete
34180.34,,Pipeline
27239.1,,Pipeline
28702.8,Venture Home Solar LLC,Complete
16167.02,"SuNation Solar Systems, Inc.",Complete
15460.26,,Pipeline
26768.33,SunRun Inc.,Complete
25149.61,SunPower Capital LLC,Complete
12344.75,,Pipeline
67035,,Pipeline
16080,Venture Home Solar LLC,Complete
53041.8,"PlugPV, LLC",Complete
15660,,Pipeline
34868,,Pipeline
40011.73,,Pipeline
25064.37,SunRun Inc.,Complete
31784,,Pipeline
53163,Solar Generation (dba for Eiger 3970 Consultants Inc.),Complete
24356,,Pipeline
20153.6,SunRun Inc.,Complete
24311.76,Vivint Solar Development LLC,Complete
34126,,Pipeline
19497,Venture Home Solar LLC,Complete
44976.65,"PlugPV, LLC",Complete
81748,,Pipeline
832000,,Pipeline
8529,SunRun Inc.,Complete
34241,,Pipeline
14630,SunRun Inc.,Complete
31296,,Pipeline
15842.4,,Pipeline
41929.4,SunPower Capital LLC,Complete
38190,Venture Home Solar LLC,Complete
39042.4,"Brooklyn SolarWorks, LLC",Complete
12698,SunRun Inc.,Complete
13797,,Pipeline
35521.2,,Pipeline
34893,SunRun Inc.,Complete
28928.25,,Pipeline
17921,SunRun Inc.,Complete
22563,SunPower Capital LLC,Complete
32744,SunRun Inc.,Complete
40311.85,SunPower Capital LLC,Complete
41523,,Pipeline
22815,,Pipeline
35879.76,"PlugPV, LLC",Complete
22000,,Pipeline
62400,Kamtech Restoration Corp,Complete
76140,,Pipeline
37494.32,,Pipeline
29564,Kasselman Solar LLC,Complete
21014.5,Tesla Energy Operations Inc.,Complete
14244.36,Vivint Solar Development LLC,Complete
17838.75,,Pipeline
39340,,Pipeline
81578,,Pipeline
22869,Sunnova Energy Corp.,Complete
39289,Upstate Alternative Energy,Complete
37960,Renewable Rochester (dba for Viola Homes),Complete
26342.4,Sunrise Energy Corp.,Complete
12935,,Pipeline
24371,"Renovus Energy, Inc",Complete
27719,,Pipeline
56925,,Pipeline
14296.6,,Pipeline
21101,"Solcius, LLC",Complete
83459.4,SunPower Capital LLC,Complete
62251,Kamtech Restoration Corp,Complete
8241,SunRun Inc.,Complete
12940,,Pipeline
56154.94,,Pipeline
59895,Tesla Energy Operations Inc.,Complete
12194,Venture Home Solar LLC,Complete
21708,"IGS Solar, LLC",Complete
32256,Venture Home Solar LLC,Complete
16848,Venture Home Solar LLC,Complete
20046.4,,Pipeline
151699,Do-It-With Inc.,Pipeline
23533,SunRun Inc.,Complete
71455,,Pipeline
57919.6,"Buffalo Solar Solutions, Inc.",Complete
38260.35,,Pipeline
20375,Kasselman Solar LLC,Complete
46401,SunPower Capital LLC,Complete
35975,SunRun Inc.,Complete
63049,Kasselman Solar LLC,Complete
31208,,Pipeline
28017,CIR Electrical Construction Corp.,Complete
20583,"Renovus Energy, Inc",Complete
109327.5,"EmPower CES, LLC",Complete
22763.25,Venture Home Solar LLC,Complete
18711,Trinity Solar (dba for Trinity Heating and Air),Complete
28577.66,"Brooklyn SolarWorks, LLC",Complete
43397,,Pipeline
15804,,Pipeline
33740.19,,Pipeline
12440,"Renovus Energy, Inc",Complete
12294.49,SunRun Inc.,Complete
16721,"Buffalo Solar Solutions, Inc.",Complete
37312,,Pipeline
25750,,Pipeline
25241,"Buffalo Solar Solutions, Inc.",Complete
