Project Number,$Incentive
164259,3614
160071,1080
122571,2174
150066,1260
152434,935
180153,1728
156006,0
161082,840
157426,3891
127557,1590
174926,3906
142730,900
128858,2437
168688,964
170379,1188
158754,1620
164129,2673
160473,1089
162513,1566
165211,3465
108732,2280
111845,1921
177532,1608
175382,1512
127278,40635
181330,1836
167946,864
162930,2866
165027,2800
153272,1620
119706,387
175493,1620
167847,1980
109206,1535
147729,1683
157436,3024
126804,1213
159101,1080
155327,775
143298,1593
111455,0
180611,1109
154875,5568
177631,1962
119791,1587
109663,3098
108771,20552
180608,27360
165205,724
135843,1518
128023,2117
177362,1512
165610,0
159598,1784
163455,1512
149199,2435
162632,1530
170598,1081
117606,1080
121480,2808
115807,1717
113578,2521
155485,2342
161908,9626
126664,624
120074,915
114545,711
122182,2696
149102,1016
121957,1566
120666,1404
153911,1296
153641,2941
118038,2352
142267,870
169781,2174
128771,2394
127081,5555
110837,1340
161015,1296
127330,4545
121721,2520
156761,1617
164952,2464
159854,2052
168248,2381
180483,1015
141082,2046
128998,1062
154480,2250
156645,2821
149721,1188
147665,3564
126724,1512
109285,1404
135050,3024
111267,0
142801,840
109777,4368
119199,2940
174155,8540
159464,1025
177689,2376
119755,2065
126416,30132
156120,1083
108680,0
153530,2040
174300,1455
136186,5040000
121243,1530
122710,2774
158126,1596
162045,2376
162677,0
121285,3507
170586,1058
110359,0
149284,851
138298,1605
177973,5750
175480,1250
166381,832
160627,2479
127026,784
159925,0
179586,2315
144000,2503
171198,1677
138625,1158
181544,57753
148785,3216
163862,2268
118405,3150
176706,1601
113780,1730
160727,1566
127384,0
153783,4336
156627,3248
126737,1860
171984,1193
155134,814
167925,1512
179318,2412
117373,3456
109124,1080
162681,2298
120159,1329
154463,950
116917,1904
126950,2178
167444,38455
132093,1277
114624,1840
150187,3622
173494,57888
128844,3831
167348,397800
110099,1188
111416,45024
180280,1386
135782,804
129913,1290
178263,3411
181249,474
159726,2064
119977,2478
119379,1708
116545,0
110919,2622
172616,2001
158799,1466
166501,1080
110866,1552
120718,1701
113047,1549
146401,1404
127991,1776
157798,2856
167887,1070
128525,1667
154610,4774
155385,2307
137867,1697
156429,3534
162573,2376
138344,2132
174047,1323
122804,915
125741,3511
155843,661
153636,1921
120069,1548
159123,7161
147679,1400
111685,2030
161944,2986
157013,1827
110769,945
164234,1788
122665,2518
112000,1568
156309,1179
112378,2168
176293,1928
120107,905
128728,1548
166227,2538
165630,1519
119455,3147
171895,1395
164605,4816
121487,3638
109265,3299
180936,1597
120765,1593
127577,6174
115306,9135
133879,2209
154134,1590
163236,1778
170237,882
155873,4564
155259,2776
126666,2703
126394,3045
173829,1188
142533,1243
156818,1080
119038,1080
156700,682
118016,3312
110298,3130
164722,3071
149198,1728
176499,1980
118635,1720
160082,0
171579,2520
112514,1304
111292,3283
178985,1620
164817,0
119877,3203
114586,1482
170413,862
160427,3777
149287,1025
121601,1710
177543,1530
160690,1416
109329,3312
169655,1836
115521,2168
110188,1156
157877,1084
121074,3045
119600,2745
170570,1980
180491,2436
115859,3120
152906,3906
122314,1944
118309,455
169692,653
118568,3434
168412,44550
155494,2395
159583,2160
171286,1134
152730,1726
134394,1566
180606,1479
116461,3019
120592,8640
111415,45929
153031,2268
115449,3008
160953,1944
108689,21632
167527,2604
150849,0
126540,797
115149,0
172833,2742
134504,953
127042,960
169360,1395
113823,1920
178812,2683
122978,4573
119683,1620
179143,1998
175141,2310
108731,1254
154893,62271
166101,4536
152777,2190
149347,1512
121856,1914
132047,1676
118152,3189
179489,1827
144776,1647
178337,1404
160055,1512
119612,2243
153006,1827
118143,3248
148314,1944
164733,1372
111800,2861
120653,1944
112952,2415
158235,2592
117378,1495
128925,950
139921,3160
159740,1376
155949,983
162534,1723
120961,1859
117808,1381
125799,2718
171518,1404
153864,1826
118287,6441
174815,7848
162997,2436
165237,1462
158427,1037
173380,3996
158719,6867
116344,1932
167696,1877
159055,2536
111557,2520
118698,1365
163954,4158
128927,1476
173604,30060
172054,4410
174098,1125
175567,3202
126592,1020
154859,1237
114598,15432
175528,945
153393,3430
153570,1054
180118,1230
129069,2065
175247,4730
120523,0
162393,3348
117274,1920
172621,9720
179432,1080
173593,3996
116977,2320
119097,3087
170298,1472
161020,3240
109689,3353
157520,2720
142152,1980
181218,2331
165820,749700
169040,1728
174644,1389
153825,2100
150083,1552
159424,1490
115048,1441
172615,855
175124,826848
160480,1512
156001,1836
154697,2886
114671,1084
180681,2198
121453,2288
179817,1190
119089,6505
121572,619
115552,3045
142593,0
162882,0
122372,957
160833,3843
180815,3927
128473,765
119771,4200
127623,1473
152931,957
136030,1709
211956,1407
159730,1341
179031,3360
119713,4570
117853,2736
115779,2400
117341,1534
117494,3296
176840,1419
162123,7245
113820,2520
119753,6468
128035,1704
123211,5005
166673,627
142737,1699
165214,2403
160030,4774
157810,1470
157477,1621
111452,1890
181278,1530
162336,2538
173056,1050
159362,1512
139834,1811
179320,3202
147667,1247
168490,2268
111909,2244
162928,3146
111709,1218
110847,5292
135857,1141
161477,1604
166647,7308
111342,2730
174914,2562
164369,1512
122776,1302
177963,2738
127712,0
179738,2871
157047,1799
178479,1173
159392,2065
126974,2562
178356,1815
172972,1836
164836,1764
153294,0
180230,2117
110852,1596
175976,4895
109757,1457
122221,1749
181258,2070
127403,2788
128870,2132
129011,1701
159618,1350
180849,2315
114338,6912
181253,1601
161130,2039
172183,0
178795,630
155825,1296
140621,2095
118196,2630
162317,1066
118737,2669
171440,2036
175349,573
180591,1302
110366,3744
112275,4270
142835,1253
113902,4590
108757,20552
158181,895
129008,552
120444,2051
160675,1508
166138,1785
108973,1993
148446,1320
157646,1883
152837,1659
179188,1089
115201,3564
165746,2352
162714,808
114900,2226
159540,3504
160187,1180
120926,1566
117003,2639
126638,1577
159062,1021
165660,1680
153700,790
156795,2636
117985,1044
160371,3360
120952,1836
157334,614
126775,1218
130134,1410
131337,2240
150240,1566
148719,1404
143426,644
129901,2976
115639,2628
169145,3920
162494,2700
154815,590
163450,1766
127357,1738
128675,1563
156059,3008
161649,9945
114299,1331
120190,2376
122063,0
127418,1890
118229,3857
164512,3045
156289,885
138547,1726
180419,2052
181034,2787
167360,1840
179284,792
127888,1449
178014,1177
175600,2592
127922,298080
165976,0
139220,1298
112950,2233
163337,2592
134918,4643
109670,3304
173959,2268
177418,1069
152408,10863
128538,2133
109404,2285
177244,1584
163780,1939
117917,2016
113393,6664
172119,2277
113291,2280
128792,1505
110706,2304
114199,24240
118244,3150
156238,1025
109606,1621
151866,2956
179051,4550
116139,2428
155434,2538
127094,0
179758,2228
162595,1735
168715,2310
108695,14869
153288,1918
120937,1289
178571,1868
118617,1596
159918,2268
110266,3360
119552,1197
135121,1337
170731,1131
165007,1512
111054,3762
157228,1024
113978,2956
158385,510
119575,1827
164131,803
218657,1864
159133,7875
156175,1386
116240,1478
126272,3383
127151,3927
127175,1305
108788,4723
142747,1512
110162,2816
113007,1365
179947,2268
153806,1593
180571,21240
175276,2028
179072,2050
121748,1464
158144,1492
174980,3524
114255,2252
129321,3276
175789,4898
159589,2842
127010,4697
108672,2340
172711,1080
135158,3150
116358,2144
115153,1922
118832,3309
128839,3360
133663,887
179418,3716
158919,1512
127274,75443
163723,2030
163916,2160
114717,1279
211227,3864
161453,708
171826,0
154649,4725
128685,1523
166325,3434
161239,1733
177078,1797
157403,1296
121628,1994
167419,6300
168277,932
112178,1373
176466,1022
162497,2536
181619,783
119222,3736
128820,3119
121546,525
162640,2218
110110,2940
108747,2927
123248,1717
116436,4673
153751,1045
122431,2936
110828,20015
153732,1836
135612,2943
164109,1077
115809,2304
125921,2016
160876,2518
178385,3662
148635,2088
123061,8750
116729,3090
148696,2539
114922,3517
109834,1200
129060,2041
131470,634
158956,2377
162704,1681
172882,2541
116635,4807
118978,2233
180028,2345
152951,942
157720,5316
134364,2969
169497,1836
128021,4557
148529,3990
118400,2736
128758,2960
121422,1449
214277,1005
153973,4288
113478,2793
116676,1026
157600,1945
174227,1620
113776,7980
128160,1439
158595,1512
119078,2588
127535,1183
165505,933
151159,2310
158033,252288
157820,1118
167638,1134
164269,1089
113596,3885
121104,2376
164881,1990
177679,1436
174157,1836
156870,1134
123157,0
151363,4830
176011,0
164686,1315
168240,1764
159804,1296
110961,1909
166943,1512
142025,3202
154997,210
181048,723
159212,1440
111612,1488
155756,900
180915,2262
162276,2747
176962,3240
181063,1642
149606,0
135772,685
121130,611
140298,1296
121279,1770
170613,639
157860,2062
123067,1084
166419,10584
159869,2268
155903,1675
162801,1539
109100,1099
159031,1143
119918,13056
118049,0
212456,1307
173619,990
125774,4095
168039,4270
170839,1639
125849,1079
119531,1486
179592,2808
159929,644
159313,1260
174539,1494
130935,1044
130173,774
111346,1296
126168,1414
121168,3402
115393,2166
126073,848
161074,1776
110560,4836
114637,1440
156499,1512
127613,1242
118559,6409
153161,1505
118777,1287
180632,1858
178305,1296
176783,24640
168944,3942
128077,1495
114983,1710
165284,1395
152443,2268
158289,1035
156917,1953
126849,7875
173492,1500
144665,1690
159205,1192
164150,5796
171792,0
170369,1518
112738,26840
112900,1872
148269,0
153493,945
119953,1638
174361,1944
120932,1131
181565,1410
176376,3496
127320,2520
128978,1720
159553,3969
158794,1800
169419,3240
170039,6002
113323,1824
115740,2736
158088,1962
129160,885
173520,988
162368,0
164781,0
156755,4851
173708,2376
113681,4536
170891,2604
151089,759
127902,2610
164517,858
163136,3706
171848,916
153447,2044
119248,1093
177835,2648
108737,2412
117156,2685
118086,2736
156660,972
129339,3024
177903,1844
166811,1116
167616,1620
118072,2354
178895,1260
129380,2592
120349,1310
165852,1320
176153,2800
121672,1890
158204,810
156197,1628
130723,3205
120550,4057
110448,2448
151049,2016
157209,2268
115880,2048
162418,1044
154373,3024
112852,2060
121291,804
162242,1757
109939,2520
122884,7096
117938,2499
155654,1785
137908,2088
133833,1421
154792,1592
153602,1080
121939,1361
116262,3662
135134,793
173724,4144
151043,1554
154757,1778
163299,3528
115084,2478
112850,2661
175621,30150
109519,14662
120994,1079
155002,1012
120896,2293
117192,2205
157790,2989
128199,1440
115480,3715
155614,694
158802,1334
216319,560
112081,4389
162983,0
117467,1073
127526,5177
174653,2800
121087,713
146291,1450
111657,1056
181630,1487
109287,34360
138441,1530
159282,2376
172350,1944
153197,1809
117081,3451
176009,7776
156359,2205
120242,3717
161465,1580
164065,14580
168361,963
126520,701662.5
162778,2184
147747,2970
169083,945
172844,3096
113409,1827
158876,5355
111319,2776
129196,2730
178252,1011
153355,1315
167751,2940
149727,2574
175460,1364
148405,1302
166279,1478
174801,2142
143275,1033
119831,2310
163273,2520
139112,3920
171523,1759
155206,3299
173338,4014
152340,1608
119137,1610
114097,2891
117221,2669
112254,2904
172594,1485
148607,1346
161726,1260
172480,904
157763,1296
119826,2162
156968,33004
158399,945
165359,864
175452,1416
120863,1944
114643,15552
128340,2232
120014,1080
154222,6038
179107,594
154549,7500
181434,1314
165602,1847
168221,1069
180704,1602
153240,3662
167653,16104
164672,1188
133744,7849
176683,1683
126246,1428
180353,1577
113287,2622
156447,1221
166850,2310
177197,1512
160775,1621
117508,1320
116189,1925
121386,2588
161372,1601
165887,1044
161509,8694
171782,0
135673,1620
168186,2459
116868,473
155985,1672
116697,2930
158364,1871
179859,3583
126898,8054
113750,3630
167838,3354
110005,1229
158091,1323
143409,1296
178500,2426
170955,2182
119406,2625
148098,1237
162174,3360
157851,746
162005,1519
161350,903
178196,756
136078,1080
183063,1710
164566,1607
167278,21000
163837,2475
148197,1584
181186,3780
164183,3045
181000,0
114730,1835
110684,898
135229,972
176858,7056
135695,1764
155958,1512
162741,2776
108830,1026
180653,4998
154843,1080
163388,0
120705,1188
161282,1881
149410,1305
161843,1370
173874,4620
109198,4608
111185,1717
143953,1730
117329,2135
168797,0
111513,1981
112393,2160
144112,5544
156908,2688
150116,810
180754,1730
110938,2174
153626,958
158522,3675
113177,2633
166160,2688
155072,2218
146462,1474
166486,2520
158601,2138
116796,1508
176352,152280
127741,2484
121221,1705
167803,2112
154980,1440
157104,2484
169029,1112
149229,1365
161327,9072
115974,2842
170524,2160
174060,3299
116877,1670
143474,8715
116680,1321
162431,889
119176,1473
117359,2552
167204,2052
140519,1755
128005,1544
177481,1592
109320,1560
161678,1269
162588,1750
174284,1881
154616,1921
113250,2772
158437,804
174353,1820
117995,3360
171462,869
178123,8662
152268,1781
181475,756
116067,3675
128938,565
119993,3640
165399,4410
164278,7650
158633,563
126659,1742
176214,2764
162471,1620
157918,2233
161960,752
111990,1549
110249,1750
117871,854
127685,1742
177127,1500000
129137,31500
144102,587
167560,3203
129391,756
171947,0
150023,8715
164599,12960
154944,1104
128481,1536
152977,2170
109253,2124
166009,0
111729,1482
180097,1691
165067,1728
164827,1218
157324,1188
215487,695
156688,4221
108941,2548
126130,1831
165172,1000
111230,3401
155292,1593
122641,4589
121038,1075
117418,1250
156115,2301
167870,205200
115340,7920
154929,1176
165639,931
113928,1365
165701,1089
148283,1140
152417,1800
137637,3360
167537,990
150712,2275
179622,1080
127056,1850000
113511,28800
117235,1602
119667,1620
172507,972
161707,1536
109464,3045
126748,3014
181119,4120
153559,1443
116201,5171
177340,3049
168500,1109
169376,2160
179168,1429
117771,1575
155509,1549
168462,3528
119373,1157
116468,
121868,3465
162510,673
177445,3024
161789,900
162061,2680
161531,1836
179500,1281
134945,1404
115985,4752
109655,23220
152917,3348
119610,2289
161029,1365
116421,4760
159442,1367
116955,2600
117702,2260
146966,0
129964,2345
170865,2604
174546,1946
175131,1138
163493,1419
153403,2268
121586,2776
175504,860
117040,1872
129025,603
159680,972
162569,1092
180507,17712
175211,36026
115472,8190
117285,2274
118725,3528
173565,1392
135033,7110
111606,1950
118905,1587
117748,2436
130791,3528
164749,1512
157506,3045
161792,2940
163615,1177
120778,1170
180931,0
117073,3780
126587,2264
156226,1802
156619,2018
148928,1069
112926,2280
164228,1166
139938,4347
127442,4239
114453,2821
156335,982
115221,1560
149165,2520
160286,932
181336,1998
112541,2781
164983,1629
110286,1942
179443,3267
166541,4165
146476,972
122420,1296
118113,3828
166537,3003
147593,2581
119786,5338
149307,0
174077,3147
157260,2898
152532,1218
168376,0
121239,3024
108813,3898
114308,3024
177176,2957
128116,1482
163398,1386
120633,3304
172017,1282
173146,2367
121658,608
157840,2096
118449,1562
214509,1526
154472,3024
120263,3749
112656,3891
152713,312550
163127,1998
147136,1497
155358,3672
165476,1806
144812,1512
180663,1685
111424,4620
128429,1287
127669,3451
113727,2340
157452,868
161577,1601
136052,8750
130643,3042
159902,945
139822,1976
159787,713
154685,2730
159376,531
154310,1008
116020,1890
139955,0
167476,2484
119745,6160
110101,2128
180138,2240
116533,3205
114515,1470
160622,1663
112436,5233
121443,1502
112457,3024
116610,1584
115562,3360
118603,1677
116508,0
172256,3208
176047,4158
180926,1261
114207,2940
163971,2205
181211,2989
159385,8157
114558,3015
148357,2052
157670,3990
116648,13932
166159,792
158688,4130
134520,2592
109503,3151
141977,0
127386,2484
175819,2016
119185,1479
154112,1150
120514,3248
141041,1708
161109,1602
172214,0
114359,3276
157866,1017
160848,1800
169892,23280
163660,1924
110028,3036
172773,2147
153908,1296
110383,7350
174885,1512
158614,855
165149,1421
148431,4479
108805,2590
110806,882
168517,2987
108664,2080
114954,2478
152594,1890
128899,1332
181362,1887
169211,1305
154313,2340
128047,1418
164112,2475
158130,2640
117844,3096
157147,1620
175364,2888
153190,5722
129458,1085
123300,797
113023,1584
109538,3622
127345,2030
177371,0
116059,711
162458,3360
157895,1152
118269,3024
135847,1270
115107,2111
118578,945
171166,2160
176816,0
179201,1372
169707,1593
162946,1050
121346,1991
180768,2289
111440,3150
128610,1743
162854,5317
109874,2052
175713,749700
132751,1512
153944,927
118582,751
126051,2376
110588,1848
180479,1323
169983,3570
154420,0
127431,4339
153767,756
167434,1368
160969,2277
180050,1247
119496,0
111930,2010
108724,1680
160455,1080
160345,1021
111069,16384
131265,3386
170756,1269
122962,2174
178027,1322
112642,2594
115213,1016
128991,752
110329,4046
135096,3738
125785,62224
148218,2484
164053,2560
118304,1719
158769,1683
174589,1404
165065,1188
127599,1252
118188,1987
166924,1004
160168,1164
155451,810
125886,2436
146543,619
158810,713
120587,3451
119314,2137
108901,2412
137785,4456
154811,1143
164365,1620
155478,3630
110969,690
109798,1232
150235,1131
112942,3145
126573,4844
180004,762
131960,860
147060,564
116926,4320
180529,1350
139197,929
109652,3600
126762,1440093
163167,1302
159025,792
114774,1797
119441,3440
178654,5076
119026,840
118407,2776
120914,1620
154423,1944
109413,0
152091,2262
170998,4830
147127,1496
120095,3662
142779,1404
159664,2400
172141,2300
162219,2496
164457,0
154903,4120
127940,900
170428,931
181271,0
153323,1596
173152,1493
114442,2478
110914,1824
135882,3257
173742,1611090
118331,940
113791,1260
127105,1726
177987,3204
160125,1809
163582,7434
171373,1728
114029,944
169535,2749
179558,2847
166632,2243
149121,1518
154187,2205
116370,1995
126995,1366
189231,2376
175892,2160
170291,2447
123110,3360
162913,2356
179274,1362
115663,1429
155929,66000
174208,1188
153872,12460
130114,682
119385,2861
113587,1872
152430,3260
179974,916
111882,670
115927,5005
165740,0
178593,2060
147590,1250
158968,853
126790,1538
113125,2280
173990,1512
111971,1260
161914,1544
175283,2520
153063,3717
120425,1392
114710,1697
176431,1785
116323,2289
163692,1215
174959,1080
164904,4480
168321,878
119566,2196
135198,2241
135566,1104
110479,1244
161489,1764
118240,2360
152599,3633
127652,1247
125991,929
165708,1040
127516,2403
129038,665
111669,2394
116326,1831
152393,693
154906,1674
110149,2150
160134,1188
166430,2393
131813,4145
160601,1986
134978,3009
175288,1620
143324,0
163083,1344
180618,6038
178848,3640
161219,1890
159527,1620
144655,1457
126813,1738
139773,0
159194,1723
126895,942
159143,4515
135735,700
160911,2654
173091,1026
146705,1680
159770,1060
128827,406
115425,1687
114117,1404
129371,1479
163465,3871
156081,1207
121513,2646
157738,1931
110546,4608
160235,1656
115796,2880
166363,0
171821,20493
118218,3163
112825,3154
136669,1985
181054,2060
117728,2501
127192,1890
179401,1375
179835,2536
170634,0
111002,3553
167682,3690
173614,39420
118054,2016
180779,1080
159220,1037
155799,2190
142117,1980
111497,3024
113696,2646
126873,6930
154079,1369
126926,1578
117610,1747
117624,832
118857,6092
178422,832
165513,664
165416,1089
109982,2142
171536,3797
128325,2808
119293,3308
111869,3147
110054,1717
118992,3150
123084,1134
114387,2389
122683,2700
110738,4552
116688,13365
153532,2523
116127,1094
175472,1728
174483,2552
163578,1470
110677,2640
116763,2065
164865,3262
153513,1849
138396,1539
121195,776
167111,2699
157610,1575
117710,8750
128137,3315
141918,0
172606,3717
176479,2268
181402,1170
162699,3296
176241,2496
111682,2016
168914,756
128952,1273
108917,2195
127289,4466
160745,2646
174147,1770
167851,2020
164679,0
177650,2829
180733,1030
170802,900
154143,1218
126968,1693
128426,979
180427,1474
143250,975
161069,819
110958,7011
161421,1728
116042,2736
119059,1088
157389,71260
152663,1296
159297,1674
170343,1836
173258,1221
129274,1827
109888,2240
122908,1754
114623,1540
163373,2986912.5
168954,3055
115726,3192
155133,1782
162654,1080
158856,2930
162820,1512
151915,2268
128073,1944
174124,1404
166391,1654
163999,1089
153158,1620
170167,0
160329,1219
177011,2016
118126,4106
116560,804
168289,4059
152471,2168
127785,2527
122740,3978
131045,1044
166209,0
140366,5434
116546,1430
177861,2400
180187,3811
168873,2536
133787,957
115264,3168
114978,3435
121766,566
176792,1831
126382,1485
179080,3640
110908,2088
156257,1194
154177,924
152043,1449
109090,1706
153092,1389
148519,1638
111649,2613
155725,2264
120878,1287
122337,3090
115505,2149
128393,1477
109431,2622
156574,2307
113066,2114
111397,2446
128697,2747
126944,29862
135788,2233
161392,1746
130188,1751
159562,1240
117166,6154
169070,2268
126526,32522
174459,2170
153282,1201
110976,690
168737,2426
118080,2592
167628,972
108886,20552
155639,2129
119397,2132
172329,1761
158272,1530
115372,0
166969,2688
173664,3240
126007,1479
125902,1653
155094,884
151065,1380
110506,1365
168752,2309
156669,851
148755,4520
166825,1890
111815,1584
156857,1984
126651,1636
119476,1715
111307,3416
110644,3564
163081,0
177822,1239
160312,891
108775,1407
167242,1296
162195,1031
176263,2669
158892,1728
118879,2858
162416,2052
171299,2284
164795,1620
109526,70828
122520,1350
164550,3139
109574,1103
161431,4830
153457,1239
152288,0
117030,828
118499,1908
170925,2070
132038,1827
115319,912
113650,2132
120979,4778
118137,2995
156097,2178
155593,5994
117579,1200
112610,3630
151442,3110
128192,4200
111984,3350
118789,2135
120398,1314
178668,842
136636,945
113037,1404
112298,27135
166885,1373
177219,1011
148349,2363
130740,1554
144634,972
153590,1542
119815,2842
127549,3150
158332,2212
176945,478
171618,1131
148825,1620
160393,1953
155164,3333
126564,3335
110990,2298
112068,2508
134308,1080
152534,1416
159635,876
157054,2475
156469,1944
165843,1568
155670,1620
177726,630
141803,1836
120544,1089
122481,1188
167154,1210
181159,1879
171361,1776
120907,723
153721,792
113711,4436
114386,1766681.79
163478,1351
176629,5390
111547,64400
171573,1328
170146,63342
165592,5550
117434,3640
180363,1512
114079,2296
164663,1080
163620,1572
158729,2268
116620,1350
129295,0
143899,1120
173897,1953
117784,4158
152650,1800
162295,0
172634,2268
112237,1680
112585,1492
177072,27972
152478,2550
127771,2916
116519,844
117827,0
122022,1038
162328,1296
172494,1811
153900,1709
154729,1134
160733,2174
167820,3234
162749,1404
113543,3630
128721,2064
177590,461
116599,5676
165456,919360
148942,1104
117451,2240
128745,1467
111170,5145
153250,3096
161292,1392
109151,1242
118542,5534
159267,3780
178179,1350
149735,1656
181197,2771
149814,1829
160804,3709
178235,2917
153359,952
109385,3770
113128,2016
175959,1720
113802,2074
174277,1944
151499,1049
117200,1260
118643,1485
157292,1404
108925,0
163995,900
154155,2071
109912,1254
168384,1080
133542,1323
160542,2072
133967,1313
167050,2434
158009,1307
172463,1080
119350,1376
116738,2842
158198,1062
127631,1853
179466,1505
118274,3744
181020,0
110433,4770
112148,5836
153017,1944
139868,0
115262,4055
176880,4158
112753,2736
115598,36000
175429,1932
177016,2394
158471,2340
122192,981
139084,2289
117947,1583
171100,1617
170934,1890
155127,1176
177549,3360
170065,1746
165764,1296
118470,0
176668,1062
127256,1726
151137,1025
161605,1099
128712,1508
157756,1534
148615,1188
167726,4536
112912,929
142859,1485
156596,995
117526,2788
181184,759
114761,2880
112044,1368
158546,2695
158008,1485
165532,1118
111242,1026
156953,1581
160467,927
177501,1402
110645,1921
120537,1404
169553,1620
113106,2772
171624,1039
120724,1512
118108,3268
163524,1404
174328,513975
168819,1516
112418,1320
115959,3150
164580,3999
117060,1872
157166,3479
128489,853
147811,3308
159834,847
128181,2678
176422,1044
128136,5670
150141,1671
181403,2077
167052,4075
131200,1382
113215,2070
155318,3696
162554,2155
148454,2268
166476,2340
128906,2930
127753,1190
109059,3049
158608,1131
115323,1482
169012,1008
113871,1710
155335,2293
150044,2450
117143,1763
115546,2244
110178,3116
138486,1110
179238,4949
118621,1642
130028,1080
139044,1680
152518,1724
116896,1962
163072,2079
114133,2520
126154,1708
177370,1201
175711,1836
153271,2300
116833,2400
169795,934
162575,7507
160957,2424
181326,700
165693,3864
181608,1314
142525,2657
162158,2722
157493,1928
118010,0
178081,1620
179186,3197
117009,4284
114534,1482
114889,840
148616,0
133797,1218
116414,1239
176239,1734
158657,116739
171180,862
121019,0
151480,1728
112277,1347
131855,1583
116277,1056
148956,927
159085,950
113264,5472
129402,2052
150254,940
111546,3248
121573,2079
121955,2070
165078,959
111714,2646
154829,2079
172113,2821
118258,2592
159614,843
131939,4816
152888,1784
129361,1188
115863,4064
159040,5606
168193,1408
128996,2846
118098,3090
154484,1736
120280,3140
111024,1710
112645,1575
117448,54240
176808,1386
111293,1770
113348,1820
162044,2016
117247,1056
129413,605
164958,1764
169183,1728
112768,2439
152935,4270
177983,2102
109662,3920
148651,690
153192,2186
159470,3216
158118,1470
114038,6566
114314,0
117694,8450
161473,1895
156670,2268
136126,1033
111890,3216
167259,1685
174588,2520
164054,903
175548,2529
166106,2403
178055,1620
172048,2239
165938,1624
151028,1642
119196,1782
115988,0
177462,953
159763,1076
174294,4158
163035,3863
134454,1121
167576,1544
111593,1560
146505,2520
166065,2623
163605,1728
152093,1856
127077,0
180082,470
164834,1841
172513,3390
176441,6160
157314,1340
136171,2016
126756,1409
114657,2430
162220,2579
166987,3564
163865,1710
164254,810
148217,5040
168404,1966
175831,2808
154333,1528
148164,1890
180498,2223
122273,2989
172152,3240
163399,2160
161351,1477
135006,723
154810,1620
147640,1232
176889,2349
152422,840
164764,2688
116147,1320
161796,726
179557,2551
110393,2030
169107,1212
121246,2388
129999,1575
111941,1613
121844,1575
173139,1885
123011,1172
170092,1080
168433,47520
119383,2925
115914,1655
116900,2218
155552,1218
126731,1946
161779,5313
179686,1836
167459,1296
156208,1288
112550,2204
156779,1914
121204,2867
167819,1560
173916,374937.5
113126,65000
149328,49680
156628,1096
109483,4032
110948,3417
128112,892
152533,2536
118552,2067
128842,3024
110167,1544
135655,1436
171406,1004
112421,2052
163656,1050
109802,2307
161169,791
116618,3672
151860,828
122408,1188
109067,1320
119613,900
175929,2315
142796,2028
167799,2541
112914,1400
157678,1663
154256,1620
158936,924
118174,2842
118814,1876
164899,2079
165558,1016
110775,1242
115130,0
117578,1310
171482,542
176631,1663
160816,2142
116500,1711
164414,1544
162842,1865
112480,2112
118069,2160
114011,1229
128433,613
176028,686
117734,1217
161754,2844
177922,1305
164207,2051
181408,810
115788,2016
120041,1206
119849,1248
171474,2348
109792,1436
154672,1486
177292,2555
163504,1512
139941,1552
168509,1815
114139,3024
156400,3240
167592,5625000
121316,1017
153749,877
119893,3986
144702,1392
138374,1109
167086,1681
119319,2130
127684,2738
165627,1085
172529,1404
117415,1876
158609,1188
161039,0
160432,1197
116026,1584
161689,3038
126586,3767
159339,995
166660,5040
109495,1365
108658,2426
114963,4968
113762,1932
139774,1443
169777,1111
160561,1917
180758,4158
128605,1032
155113,840
118632,1409
116973,1440
113359,1252
154438,1827
137605,3203
114223,1794
176489,2079
174867,1044
130588,1620
125969,1404
148372,2256
154349,1080
166191,1980
116661,3780
147005,432
164104,1188
148223,1044
109646,1177
120619,1809
175207,112500
111828,6689
175546,1296
143490,751
168632,446
163665,527
119422,1764
112882,1206
155466,1093
175744,1296
132110,991
127050,1559
150820,0
126539,432
127461,972
180451,1792
164694,4043
110583,3762
158045,1512
118770,3398
137824,1685
163033,1433
181506,1509
119988,4491
116225,2304
164476,829
161892,3920
128985,2268
110341,1423
180015,1242
134545,2714
122914,661
168919,883
156638,1404
116397,2854
170860,315
133760,893
130797,1040
178635,2376
110325,2622
129116,1118
128360,1080
154913,1670
109529,55648
154405,1512
160995,1350
159584,2331
108812,1943
160364,1334
111102,4095
143510,969
122248,1163
179994,2646
169242,2425
153859,1437
170785,1416
149246,2030
122122,2916
147556,877
160118,1218
114781,1848
112098,1344
159024,1134
109226,8442
151558,3989
163596,1341
176890,2349
156527,2070
169925,1516
117914,2100
160929,1404
157081,1184
128649,2853
154767,1296
126026,1560
171030,0
165870,807
169942,2376
118718,1566
170275,1628
115686,1003
163095,2669
152080,1559
108713,1133
127003,2562
162262,1479
158661,3024
152424,2079
125793,1614
162489,1497
115220,1320
115942,0
152059,995
118325,783
164809,1693
149221,758
178006,5850
174944,2170
111116,718
166907,1294
166602,1068
175301,3780
117320,1584
120559,1620
135886,1392
126990,1890
120081,870
114395,4840
159378,1512
153663,2712
174170,2205
123007,1419
173197,1606
153619,41400
160399,1530
153317,1317
115753,1310
159517,1570
113942,1831
144645,4800
181183,3622
178608,1188
139502,1440
110464,2470
163790,1201
112799,15746
122166,1377
136712,1726
152628,5859
173238,1244
152392,0
160827,2887
114613,1979
134273,1633
